machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
5732,0.14,82.02,191.17,61.03,1.71,4
5733,0.45,62.02,207.83,59.35,1.73,3
5734,0.3,75.51,202.86,51.31,1.81,3
5735,0.26,77.55,196.32,63.96,1.87,3
5736,0.15,53.93,184.12,59.64,1.75,1
5737,0.48,94.49,203.5,59.68,1.8,1
5738,0.25,94.18,210.34,66.96,1.8,1
5739,0.33,44.15,198.56,59.03,1.74,4
5740,0.2,74.82,176.49,69.21,1.74,2
5741,0.22,93.31,167.4,50.67,1.75,2
5742,0.28,95.97,202.26,59.39,1.74,0
5743,0.23,69.58,198.38,59.94,1.8,5
5744,0.4,94.41,200.3,64.26,1.74,1
5745,0.12,31.44,187.76,63.67,1.78,0
5746,0.48,76.02,192.74,67.18,1.8,1
5747,0.22,49.35,186.64,57.56,1.76,4
5748,0.18,88.76,188.25,62.8,1.71,3
5749,0.17,60.58,201.14,68.85,1.83,1
5750,0.45,83.77,198.58,61.11,1.69,1
5751,0.35,83.3,194.75,59.82,1.8,0
5752,0.41,77.52,208.42,61.39,1.77,4
5753,0.27,68.5,212.33,67.24,1.76,0
5754,0.15,44.69,207.12,59.8,1.7,0
5755,0.13,78.59,200.53,62.21,1.77,3
5756,0.5,48.73,189.84,53.74,1.59,3
5757,0.28,42.01,195.52,64.41,1.73,1
5758,0.26,45.34,202.58,66.65,1.74,5
5759,0.14,87.19,206.64,58.11,1.77,1
5760,0.43,76.91,202.58,70.94,1.82,5
5761,0.48,63.82,192.02,67.76,1.75,4
5762,0.23,86.46,187.61,48.01,1.72,0
5763,0.16,46.74,201.23,56.79,1.78,4
5764,0.36,32.25,189.21,60.5,1.8,0
5765,0.17,33.71,191.72,67.97,1.76,4
5766,0.16,66.25,210.97,71.57,1.73,2
5767,0.45,87.95,200.93,66.9,1.77,3
5768,0.41,93.18,171.41,52.3,1.76,5
5769,0.47,83.71,211.05,54.17,1.8,3
5770,0.19,55.46,196.68,56.37,1.77,3
5771,0.44,47.87,190.57,64.35,1.76,2
5772,0.25,56.23,204.52,65.27,1.71,0
5773,0.3,77.53,207.97,47.58,1.75,2
5774,0.16,45.84,201.28,60.39,1.72,1
5775,0.18,33.58,211.52,62.09,1.71,5
5776,0.17,79.48,218.59,63.21,1.7,0
5777,0.3,58.8,196.61,57.42,1.69,0
5778,0.34,67.31,211.26,50.41,1.85,1
5779,0.12,45.44,194.45,58.01,1.74,5
5780,0.2,51.2,199.11,59.84,1.76,0
5781,0.28,49.44,189.92,63.35,1.79,1
5782,0.43,91.48,205.74,58.1,1.79,4
5783,0.41,69.16,196.81,61.73,1.82,0
5784,0.23,79.17,213.22,64.59,1.77,2
5785,0.44,53.38,215.4,61.17,1.75,0
5786,0.46,30.63,200.35,61.76,1.76,0
5787,0.25,78.77,204.5,57.78,1.7,5
5788,0.18,42.94,205.07,69.45,1.76,5
5789,0.18,37.95,206.34,60.79,1.82,0
5790,0.29,70.32,183.54,66.29,1.7,5
5791,0.27,32.17,203.37,63.35,1.79,2
5792,0.4,33.78,208.96,61.28,1.71,1
5793,0.17,77.4,179.94,52.07,1.85,1
5794,0.36,70.62,204.91,70.39,1.82,0
5795,0.14,56.18,203.74,53.53,1.72,3
5796,0.18,68.37,206.7,64.9,1.81,0
5797,0.24,66.37,192.97,53.37,1.73,1
5798,0.43,82.73,177.81,58.37,1.7,2
5799,0.12,44.31,193.82,60.49,1.76,3
5800,0.12,69.27,197.68,53.01,1.82,0
5801,0.4,69.6,212.64,59.5,1.63,5
5802,0.2,80.65,205.3,65.08,1.7,1
5803,0.18,51.98,203.82,58.22,1.74,0
5804,0.28,91.64,205.08,48.71,1.71,2
5805,0.4,79.71,203.23,52.68,1.71,0
5806,0.13,60.0,201.61,60.1,1.66,2
5807,0.38,48.24,198.25,67.52,1.84,3
5808,0.41,62.83,195.34,65.11,1.69,2
5809,0.4,63.61,219.8,54.88,1.77,5
5810,0.36,44.95,191.16,60.18,1.76,1
5811,0.36,71.92,206.49,61.96,1.82,1
5812,0.17,73.5,203.36,60.65,1.75,3
5813,0.46,30.09,193.4,65.66,1.75,4
5814,0.43,68.24,233.33,63.92,1.75,5
5815,0.15,88.98,206.46,57.3,1.8,0
5816,0.25,65.91,217.38,60.82,1.74,2
5817,0.14,72.21,195.32,56.72,1.77,1
5818,0.16,50.03,195.33,57.9,1.71,1
5819,0.48,61.21,194.79,65.17,1.73,5
5820,0.46,76.98,191.29,62.75,1.76,5
5821,0.18,70.68,192.79,58.25,1.73,1
5822,0.3,87.0,195.36,60.15,1.73,5
5823,0.19,54.3,192.79,53.61,1.75,2
5824,0.27,82.78,213.76,61.51,1.68,1
5825,0.45,68.63,201.19,61.62,1.74,2
5826,0.43,80.15,182.63,57.59,1.7,2
5827,0.5,51.9,205.37,64.56,1.78,4
5828,0.44,92.01,186.13,59.07,1.77,2
5829,0.31,67.54,194.29,69.92,1.76,1
5830,0.22,53.51,210.94,73.32,1.79,2
5831,0.44,73.16,218.03,56.33,1.81,5
5832,0.21,66.44,196.24,55.91,1.81,5
5833,0.16,72.83,184.23,66.05,1.7,4
5834,0.44,97.18,203.14,61.94,1.76,3
5835,0.21,83.59,200.13,56.71,1.76,5
5836,0.41,64.53,196.38,61.06,1.77,5
5837,0.14,82.44,201.95,53.04,1.66,4
5838,0.23,31.56,224.3,54.36,1.78,2
5839,0.37,38.18,193.85,61.71,1.84,3
5840,0.39,50.09,184.9,59.9,1.89,2
5841,0.28,34.32,214.72,61.4,1.8,0
5842,0.4,98.85,195.84,58.1,1.8,2
5843,0.33,78.08,208.38,62.5,1.75,4
5844,0.47,44.11,211.02,62.08,1.77,3
5845,0.22,98.79,195.04,65.9,1.7,2
5846,0.45,92.26,205.5,61.62,1.85,5
5847,0.39,52.15,182.81,55.81,1.76,4
5848,0.26,50.52,194.72,63.49,1.71,2
5849,0.36,83.48,174.39,54.67,1.72,4
5850,0.18,33.22,192.68,56.36,1.84,2
5851,0.48,84.01,192.17,55.11,1.76,4
5852,0.46,83.78,186.61,70.62,1.63,3
5853,0.28,30.73,200.38,57.42,1.71,2
5854,0.33,84.97,202.55,60.66,1.78,4
5855,0.47,46.54,195.35,65.64,1.75,4
5856,0.1,90.22,210.8,53.92,1.64,4
5857,0.43,58.47,194.24,64.26,1.75,5
5858,0.49,54.57,186.78,62.49,1.76,0
5859,0.47,45.69,203.22,60.12,1.74,1
5860,0.22,62.95,203.57,58.8,1.71,1
5861,0.32,54.82,195.15,58.08,1.81,0
5862,0.22,64.91,189.35,62.49,1.76,1
5863,0.49,66.53,191.44,59.57,1.81,4
5864,0.46,50.05,194.78,55.03,1.7,5
5865,0.25,63.69,195.76,63.34,1.78,4
5866,0.26,39.64,181.84,67.03,1.82,1
5867,0.14,49.78,196.42,63.29,1.69,1
5868,0.3,67.59,195.9,62.29,1.79,2
5869,0.4,87.77,182.22,65.97,1.73,1
5870,0.41,70.3,205.28,59.71,1.82,1
5871,0.19,84.29,216.89,55.65,1.7,3
5872,0.39,38.02,202.85,64.21,1.82,5
5873,0.33,93.25,198.12,59.94,1.67,0
5874,0.13,87.55,197.23,51.74,1.8,4
5875,0.31,67.03,209.97,57.83,1.7,1
5876,0.23,58.45,177.15,54.69,1.78,1
5877,0.41,93.45,215.44,64.96,1.69,0
5878,0.36,44.01,197.73,50.45,1.81,3
5879,0.15,83.99,212.62,64.67,1.73,5
5880,0.28,62.61,192.72,62.89,1.77,1
5881,0.22,71.67,191.48,51.56,1.76,0
5882,0.37,86.41,204.84,59.4,1.83,3
5883,0.24,51.7,211.31,63.92,1.73,1
5884,0.47,48.21,208.43,56.82,1.75,2
5885,0.3,41.93,200.93,61.34,1.77,4
5886,0.23,95.5,218.45,61.42,1.71,0
5887,0.47,75.33,204.56,53.81,1.7,3
5888,0.37,61.49,198.28,59.19,1.78,4
5889,0.21,37.85,188.99,62.5,1.73,2
5890,0.32,94.74,195.2,58.14,1.89,4
5891,0.23,93.16,204.97,60.56,1.84,2
5892,0.11,99.8,184.3,60.91,1.76,1
5893,0.15,44.61,205.89,59.98,1.71,3
5894,0.39,89.3,218.09,48.48,1.78,0
5895,0.43,37.3,204.78,62.43,1.75,0
5896,0.22,94.37,208.71,60.43,1.7,5
5897,0.36,64.25,190.9,59.37,1.7,5
5898,0.23,49.48,189.27,62.33,1.73,3
5899,0.21,87.56,202.83,50.21,1.83,3
5900,0.32,60.71,190.36,60.44,1.78,2
5901,0.46,67.12,213.12,59.15,1.7,5
5902,0.15,43.02,174.89,60.12,1.78,2
5903,0.49,72.02,192.42,63.75,1.74,1
5904,0.19,43.24,196.61,70.66,1.87,1
5905,0.19,39.52,202.32,56.06,1.8,2
5906,0.21,54.94,189.59,55.78,1.77,4
5907,0.37,93.44,201.25,55.87,1.77,1
5908,0.14,84.62,213.26,63.98,1.75,1
5909,0.38,61.32,189.07,57.64,1.69,5
5910,0.35,72.43,185.17,52.98,1.68,4
5911,0.46,52.03,205.85,61.32,1.75,0
5912,0.24,93.46,197.6,55.48,1.81,0
5913,0.25,31.59,212.49,55.14,1.72,2
5914,0.13,97.83,185.79,52.5,1.7,5
5915,0.45,48.16,183.44,67.2,1.78,5
5916,0.25,80.78,198.21,60.53,1.71,3
5917,0.26,61.13,193.97,55.22,1.78,1
5918,0.2,79.68,179.68,61.77,1.72,5
5919,0.33,67.99,205.94,59.8,1.79,4
5920,0.18,88.86,185.03,63.08,1.71,2
5921,0.43,83.1,222.98,47.14,1.72,2
5922,0.15,48.29,193.53,62.84,1.76,3
5923,0.47,70.81,210.6,55.93,1.72,2
5924,0.37,50.83,202.45,58.17,1.72,4
5925,0.28,49.95,195.06,61.37,1.75,0
5926,0.25,46.43,203.48,56.26,1.81,2
5927,0.37,74.33,204.54,67.63,1.78,1
5928,0.13,89.6,192.95,64.14,1.76,3
5929,0.36,92.43,195.78,49.44,1.7,5
5930,0.18,77.57,220.7,64.46,1.77,4
5931,0.3,32.42,185.26,54.27,1.78,5
5932,0.49,75.11,193.32,68.05,1.73,3
5933,0.29,77.35,198.04,65.81,1.68,1
5934,0.28,43.18,210.96,59.73,1.74,1
5935,0.26,42.75,198.27,63.26,1.76,5
5936,0.45,95.17,211.31,71.51,1.8,1
5937,0.25,84.34,210.36,56.22,1.76,0
5938,0.25,66.47,194.16,67.68,1.76,5
5939,0.35,34.33,205.12,54.67,1.76,4
5940,0.12,53.3,204.14,53.37,1.72,0
5941,0.29,73.81,203.11,65.07,1.76,3
5942,0.22,52.21,185.96,54.11,1.82,1
5943,0.47,71.93,204.27,57.45,1.68,0
5944,0.45,81.53,187.01,54.93,1.79,1
5945,0.41,81.23,194.24,65.17,1.77,5
5946,0.39,83.5,196.56,50.88,1.7,3
5947,0.2,40.99,191.97,59.17,1.74,3
5948,0.26,38.42,214.29,60.06,1.72,3
5949,0.47,56.07,206.65,65.73,1.77,2
5950,0.46,40.29,206.83,57.47,1.77,3
5951,0.18,79.67,207.75,55.34,1.74,2
5952,0.32,51.76,204.44,69.13,1.79,0
5953,0.35,47.58,207.28,64.33,1.69,1
5954,0.44,85.7,189.35,60.08,1.77,4
5955,0.29,64.89,215.69,56.36,1.76,0
5956,0.23,76.2,191.61,64.28,1.74,5
5957,0.24,43.52,190.0,60.55,1.72,0
5958,0.28,43.73,201.44,61.49,1.72,3
5959,0.14,41.35,213.34,58.25,1.79,0
5960,0.43,65.88,205.79,56.3,1.83,5
5961,0.28,33.68,207.15,58.21,1.81,0
5962,0.42,34.56,193.93,52.8,1.77,2
5963,0.4,65.84,194.03,55.91,1.78,1
5964,0.14,75.83,188.52,59.0,1.6,2
5965,0.12,66.34,201.63,62.59,1.71,2
5966,0.16,31.69,195.18,63.5,1.78,4
5967,0.15,99.34,205.96,65.56,1.74,0
5968,0.23,66.85,197.15,69.06,1.75,4
5969,0.15,62.4,202.8,59.49,1.7,3
5970,0.37,30.02,200.17,61.52,1.67,0
5971,0.21,31.41,209.88,64.82,1.76,2
5972,0.36,94.4,199.25,54.77,1.84,2
5973,0.38,88.59,194.0,63.25,1.71,4
5974,0.24,38.58,194.79,59.01,1.69,5
5975,0.12,84.43,193.68,58.42,1.78,0
5976,0.26,77.28,188.54,54.98,1.75,5
5977,0.28,42.92,205.73,64.46,1.81,1
5978,0.42,82.88,192.39,56.74,1.78,3
5979,0.26,94.64,192.23,54.56,1.65,4
5980,0.21,41.34,212.19,56.86,1.77,4
5981,0.47,53.3,194.11,55.53,1.62,5
5982,0.4,60.05,189.27,71.69,1.74,5
5983,0.29,77.01,193.46,66.87,1.64,0
5984,0.18,56.16,208.73,53.05,1.74,3
5985,0.26,76.89,198.21,59.67,1.75,3
5986,0.14,75.49,196.28,64.54,1.82,5
5987,0.36,79.87,206.82,67.86,1.68,4
5988,0.14,47.8,204.0,55.79,1.7,2
5989,0.43,73.46,197.96,58.41,1.79,5
5990,0.21,91.62,195.0,61.81,1.72,1
5991,0.4,70.01,206.77,59.6,1.73,3
5992,0.17,94.06,182.64,67.6,1.73,4
5993,0.25,55.44,196.51,64.77,1.78,4
5994,0.26,59.1,203.61,56.3,1.74,4
5995,0.15,37.97,205.2,57.51,1.79,5
5996,0.32,37.88,195.59,65.0,1.81,4
5997,0.18,97.7,193.88,61.49,1.87,1
5998,0.48,40.89,196.67,55.99,1.77,2
5999,0.17,94.06,203.81,56.62,1.72,1
6000,0.23,98.43,226.8,57.81,1.73,0
6001,0.31,67.2,199.07,61.56,1.8,2
6002,0.45,47.55,209.65,57.18,1.75,4
6003,0.17,90.41,198.64,53.01,1.78,2
6004,0.34,78.5,202.15,69.64,1.74,4
6005,0.15,69.52,207.28,65.27,1.81,3
6006,0.22,95.77,198.13,62.1,1.78,4
6007,0.49,80.23,209.54,58.94,1.84,1
6008,0.38,49.61,195.24,55.67,1.76,3
6009,0.47,75.83,185.02,58.2,1.77,4
6010,0.21,69.65,227.49,64.3,1.76,2
6011,0.14,67.38,206.65,50.13,1.77,2
6012,0.27,79.98,199.82,54.86,1.74,4
6013,0.33,45.85,188.58,58.03,1.67,1
6014,0.36,55.77,193.53,56.11,1.72,3
6015,0.4,89.1,182.31,63.51,1.77,2
6016,0.47,41.21,202.06,54.98,1.75,0
6017,0.21,82.96,208.34,60.16,1.8,4
6018,0.2,67.03,183.41,71.89,1.86,1
6019,0.18,86.8,211.1,60.02,1.82,3
6020,0.45,79.79,193.35,71.29,1.79,4
6021,0.16,98.84,183.01,70.5,1.81,2
6022,0.43,63.73,206.36,60.84,1.79,0
6023,0.4,66.91,197.87,57.14,1.75,3
6024,0.11,77.25,213.79,51.72,1.78,1
6025,0.24,50.54,215.0,61.54,1.81,4
6026,0.18,56.59,197.98,59.99,1.77,5
6027,0.41,31.09,209.36,52.4,1.73,5
6028,0.5,81.71,212.09,57.88,1.7,0
6029,0.25,65.49,186.44,61.49,1.66,1
6030,0.12,85.27,216.54,63.22,1.71,0
6031,0.27,98.61,205.67,62.86,1.66,4
6032,0.29,93.47,209.68,68.4,1.78,0
6033,0.1,45.38,210.28,57.56,1.74,3
6034,0.49,79.39,197.94,63.36,1.72,5
6035,0.22,91.6,194.92,58.72,1.85,0
6036,0.49,46.22,199.35,59.05,1.71,5
6037,0.4,51.08,199.36,60.36,1.76,1
6038,0.25,46.1,194.8,69.54,1.77,2
6039,0.38,72.61,198.28,66.87,1.75,1
6040,0.27,37.78,198.55,54.1,1.78,0
6041,0.19,30.51,198.6,66.07,1.73,5
6042,0.28,74.94,186.57,60.6,1.82,5
6043,0.4,62.96,207.77,63.07,1.66,1
6044,0.17,54.02,205.66,53.09,1.61,5
6045,0.47,99.56,196.83,62.65,1.77,2
6046,0.3,78.67,199.14,58.33,1.68,5
6047,0.11,90.51,211.31,58.58,1.74,0
6048,0.2,36.85,188.6,67.46,1.72,2
6049,0.13,50.54,187.85,58.41,1.66,3
6050,0.47,38.76,196.58,60.86,1.79,5
6051,0.47,71.8,195.79,64.7,1.64,2
6052,0.32,85.88,201.23,57.49,1.72,3
6053,0.2,84.59,194.86,63.69,1.69,3
6054,0.27,48.27,203.17,62.8,1.72,5
6055,0.4,63.5,207.89,66.95,1.76,0
6056,0.39,75.62,226.11,57.1,1.74,5
6057,0.2,59.54,201.22,56.37,1.84,2
6058,0.3,41.09,173.97,63.23,1.77,3
6059,0.5,78.06,187.46,58.51,1.72,5
6060,0.42,73.17,199.33,62.82,1.73,3
6061,0.46,46.11,192.56,52.37,1.75,2
6062,0.27,76.87,215.78,63.51,1.8,3
6063,0.4,71.45,206.52,56.26,1.74,3
6064,0.49,79.23,223.32,59.11,1.67,2
6065,0.16,50.17,205.44,55.78,1.76,4
6066,0.19,56.69,206.81,62.73,1.76,4
6067,0.37,47.23,202.53,66.98,1.73,2
6068,0.2,59.91,184.02,58.22,1.73,5
6069,0.46,37.05,184.02,65.47,1.71,3
6070,0.48,81.52,213.67,61.72,1.83,0
6071,0.23,85.25,203.91,68.61,1.77,3
6072,0.41,60.27,190.34,74.93,1.79,2
6073,0.31,51.02,199.9,61.84,1.76,5
6074,0.45,47.66,206.45,53.51,1.78,4
6075,0.3,58.11,196.83,75.39,1.78,1
6076,0.36,55.63,193.69,55.21,1.66,0
6077,0.47,87.34,195.59,61.89,1.78,1
6078,0.16,42.28,208.03,67.47,1.81,4
6079,0.26,39.38,199.78,62.34,1.78,1
6080,0.24,68.92,215.1,60.55,1.72,2
6081,0.22,36.96,182.16,65.12,1.78,1
6082,0.4,92.64,209.51,56.25,1.72,4
6083,0.32,85.76,190.7,61.44,1.74,0
6084,0.27,34.07,199.01,56.05,1.83,3
6085,0.19,48.47,216.79,53.53,1.77,0
6086,0.24,69.59,194.24,57.33,1.73,1
6087,0.21,79.07,177.16,58.83,1.72,0
6088,0.35,97.26,214.38,52.76,1.81,0
6089,0.17,96.96,190.4,66.62,1.8,4
6090,0.14,41.6,220.69,57.39,1.78,2
6091,0.33,34.26,202.01,56.12,1.75,5
6092,0.31,58.34,187.99,63.47,1.76,2
6093,0.12,85.74,188.4,65.86,1.71,4
6094,0.37,35.11,187.83,63.65,1.68,3
6095,0.14,91.25,190.02,65.5,1.81,4
6096,0.44,32.4,211.49,69.26,1.78,4
6097,0.41,35.99,202.74,53.64,1.72,5
6098,0.11,68.22,202.74,55.31,1.76,2
6099,0.2,79.12,204.49,57.37,1.66,5
6100,0.2,72.36,209.62,47.22,1.76,4
6101,0.3,59.63,205.52,62.26,1.66,1
6102,0.34,77.14,199.01,54.41,1.68,4
6103,0.14,46.56,187.37,61.91,1.73,4
6104,0.39,86.47,189.37,62.23,1.83,2
6105,0.36,42.92,210.52,59.5,1.8,3
6106,0.18,47.89,211.49,60.28,1.67,4
6107,0.14,99.78,190.32,63.09,1.78,2
6108,0.45,51.21,195.7,60.25,1.8,1
6109,0.4,83.61,211.28,63.42,1.7,4
6110,0.15,74.56,192.2,53.15,1.74,2
6111,0.22,42.13,203.34,64.25,1.77,2
6112,0.17,36.17,192.05,64.71,1.74,4
6113,0.22,99.6,190.49,60.65,1.81,4
6114,0.27,79.4,194.78,60.47,1.8,4
6115,0.46,31.57,189.28,62.25,1.73,5
6116,0.24,59.81,190.34,61.08,1.72,4
6117,0.26,37.75,189.52,56.53,1.82,1
6118,0.17,47.49,212.77,55.14,1.76,4
6119,0.38,60.56,206.83,62.7,1.72,2
6120,0.24,39.5,199.4,64.22,1.77,4
6121,0.25,51.69,205.31,57.94,1.69,5
6122,0.3,59.62,223.21,57.0,1.75,4
6123,0.41,99.96,187.99,68.28,1.86,2
6124,0.33,38.73,193.92,69.22,1.75,3
6125,0.36,87.57,194.87,62.4,1.76,0
6126,0.34,87.87,201.76,60.41,1.75,3
6127,0.41,54.02,197.47,62.81,1.84,4
6128,0.4,85.03,229.33,59.76,1.73,5
6129,0.12,74.04,200.52,65.06,1.75,5
6130,0.23,84.85,193.68,72.11,1.84,5
6131,0.4,50.76,197.6,58.3,1.71,4
6132,0.32,68.12,197.77,60.38,1.69,1
6133,0.29,35.62,199.55,55.59,1.77,0
6134,0.4,65.45,209.4,54.52,1.74,1
6135,0.39,62.07,190.38,65.41,1.74,2
6136,0.26,68.11,194.34,55.99,1.79,3
6137,0.16,95.13,200.55,58.41,1.76,3
6138,0.38,85.68,204.22,49.0,1.64,2
6139,0.35,48.72,191.75,63.65,1.74,3
6140,0.47,82.82,200.81,62.83,1.77,5
6141,0.1,51.08,207.76,63.19,1.73,5
6142,0.21,64.86,211.24,60.76,1.75,2
6143,0.22,35.08,195.17,62.12,1.71,1
6144,0.19,73.66,206.49,60.17,1.8,1
6145,0.24,57.0,185.68,58.95,1.74,5
6146,0.5,83.6,203.64,56.92,1.75,0
6147,0.37,57.46,206.79,59.5,1.7,2
6148,0.23,97.55,213.59,60.85,1.7,3
6149,0.47,91.83,192.48,55.99,1.69,3
6150,0.33,50.87,195.2,51.9,1.69,0
6151,0.27,73.57,226.09,58.46,1.79,4
6152,0.5,99.67,190.78,62.12,1.72,3
6153,0.11,58.75,201.79,73.01,1.73,2
6154,0.35,63.82,201.41,47.49,1.82,5
6155,0.29,55.23,200.52,56.13,1.69,5
6156,0.2,38.56,196.21,67.08,1.75,5
6157,0.12,79.19,189.52,55.42,1.74,5
6158,0.28,76.19,197.15,59.19,1.75,3
6159,0.12,87.5,203.08,58.23,1.76,3
6160,0.23,57.73,204.64,64.82,1.77,5
6161,0.5,34.95,208.31,69.27,1.69,5
6162,0.36,52.83,221.42,56.8,1.67,0
6163,0.11,38.0,218.7,56.2,1.74,4
6164,0.35,70.8,200.99,57.68,1.81,0
6165,0.39,83.97,189.28,61.9,1.66,2
6166,0.36,77.22,204.52,56.9,1.68,2
6167,0.28,66.34,193.97,69.05,1.74,1
6168,0.45,82.75,204.54,63.05,1.8,2
6169,0.33,30.82,190.97,59.29,1.81,2
6170,0.16,73.36,203.35,55.78,1.73,1
6171,0.17,82.95,211.95,53.66,1.62,4
6172,0.21,78.76,193.72,60.96,1.76,3
6173,0.46,33.64,217.02,59.67,1.85,1
6174,0.41,74.66,216.49,53.23,1.74,5
6175,0.38,80.17,212.43,57.26,1.69,4
6176,0.3,84.56,195.09,65.06,1.76,0
6177,0.13,74.58,201.45,59.44,1.75,2
6178,0.4,66.57,194.17,55.66,1.73,4
6179,0.45,70.2,207.12,65.75,1.8,3
6180,0.12,55.75,208.66,54.41,1.69,1
6181,0.42,56.72,209.06,59.88,1.79,0
6182,0.4,39.25,185.34,65.91,1.67,0
6183,0.5,90.93,195.04,55.08,1.74,0
6184,0.17,89.81,176.85,53.96,1.72,1
6185,0.45,72.73,195.63,69.47,1.81,4
6186,0.22,58.44,206.05,53.94,1.77,0
6187,0.2,69.11,185.85,58.81,1.74,4
6188,0.24,54.81,178.12,57.96,1.73,1
6189,0.43,39.35,194.17,53.7,1.79,5
6190,0.23,96.37,196.17,45.11,1.69,1
6191,0.23,71.94,212.88,66.0,1.74,4
6192,0.27,60.61,207.49,53.38,1.81,2
6193,0.38,48.65,187.4,56.64,1.78,0
6194,0.17,93.41,190.84,58.67,1.76,2
6195,0.36,98.66,205.37,58.45,1.71,2
6196,0.47,86.56,200.35,64.77,1.78,0
6197,0.47,87.52,198.06,58.72,1.79,3
6198,0.36,69.06,202.98,58.73,1.7,0
6199,0.35,60.27,211.54,59.07,1.77,1
6200,0.4,95.35,188.85,68.99,1.71,2
6201,0.37,67.75,207.27,66.62,1.79,3
6202,0.25,71.92,189.03,65.03,1.67,4
6203,0.21,37.03,188.5,64.28,1.81,4
6204,0.38,79.8,190.04,66.66,1.76,2
6205,0.26,37.19,201.67,66.27,1.84,3
6206,0.2,58.99,224.21,58.5,1.78,2
6207,0.11,72.0,203.27,56.37,1.79,3
6208,0.43,43.81,204.03,54.01,1.69,1
6209,0.33,67.3,210.19,51.13,1.73,0
6210,0.37,79.46,200.45,66.12,1.75,3
6211,0.3,84.89,198.06,55.04,1.76,0
6212,0.24,68.49,204.67,59.58,1.73,1
6213,0.17,76.22,204.9,62.63,1.78,2
6214,0.43,37.08,208.0,51.98,1.65,3
6215,0.24,43.58,194.69,57.27,1.7,2
6216,0.32,60.61,202.27,54.41,1.68,3
6217,0.47,35.95,188.29,62.92,1.82,0
6218,0.48,90.75,196.7,64.28,1.69,2
6219,0.42,81.33,189.83,60.24,1.76,4
6220,0.46,85.06,201.83,60.7,1.85,4
6221,0.4,81.09,183.02,60.62,1.75,4
6222,0.48,88.23,209.51,57.16,1.77,1
6223,0.5,75.9,190.92,64.64,1.8,1
6224,0.47,47.32,183.99,55.8,1.75,4
6225,0.12,92.21,186.59,69.84,1.73,2
6226,0.2,73.29,189.46,55.6,1.77,1
6227,0.48,40.24,198.43,62.55,1.77,0
6228,0.19,86.63,218.44,54.53,1.76,4
6229,0.17,66.33,196.44,59.23,1.72,5
6230,0.41,77.51,204.32,57.49,1.73,3
6231,0.21,82.09,214.0,55.85,1.8,0
6232,0.37,97.32,191.84,74.79,1.69,0
6233,0.17,68.06,191.72,50.86,1.74,3
6234,0.42,34.53,226.63,61.97,1.85,4
6235,0.39,91.3,210.86,67.79,1.76,5
6236,0.32,88.76,221.45,67.75,1.74,3
6237,0.19,71.12,179.67,51.06,1.74,0
6238,0.2,34.31,196.56,59.86,1.71,0
6239,0.16,35.28,204.49,52.02,1.78,0
6240,0.44,72.18,196.25,57.66,1.8,3
6241,0.16,86.92,195.28,56.16,1.77,4
6242,0.3,74.77,209.25,69.12,1.81,1
6243,0.43,73.84,198.29,59.29,1.82,0
6244,0.23,91.48,210.28,71.08,1.73,0
6245,0.41,63.39,208.13,64.8,1.72,4
6246,0.18,77.3,181.3,54.27,1.77,3
6247,0.49,45.89,203.91,65.35,1.69,4
6248,0.13,65.51,202.75,55.22,1.73,4
6249,0.28,83.76,213.3,72.13,1.77,2
6250,0.3,57.03,176.05,58.77,1.75,3
6251,0.3,60.78,196.44,58.51,1.77,5
6252,0.22,46.03,184.56,58.82,1.76,2
6253,0.3,36.74,202.82,64.36,1.7,3
6254,0.46,94.3,191.07,61.39,1.79,4
6255,0.15,87.91,213.49,68.44,1.71,0
6256,0.28,68.35,205.99,64.7,1.81,3
6257,0.11,99.01,212.55,47.85,1.77,0
6258,0.34,92.56,201.99,69.74,1.77,1
6259,0.37,36.57,196.63,57.96,1.74,4
6260,0.35,57.51,219.29,59.68,1.72,4
6261,0.25,92.82,187.02,62.88,1.73,2
6262,0.31,68.46,208.91,67.9,1.82,5
6263,0.46,67.86,198.0,62.05,1.73,2
6264,0.31,84.82,210.54,57.06,1.75,4
6265,0.4,48.44,215.33,58.29,1.73,4
6266,0.29,54.79,202.02,64.22,1.82,2
6267,0.22,83.2,213.32,61.95,1.78,1
6268,0.26,96.35,191.92,59.29,1.83,3
6269,0.23,94.46,206.82,56.42,1.71,1
6270,0.42,79.24,203.76,60.57,1.75,5
6271,0.46,71.85,203.97,60.0,1.85,4
6272,0.44,35.28,206.83,59.99,1.7,2
6273,0.26,68.79,192.91,61.17,1.8,4
6274,0.15,47.41,187.65,53.25,1.78,3
6275,0.26,80.72,195.07,46.63,1.73,2
6276,0.16,43.33,207.37,57.11,1.74,1
6277,0.22,41.2,184.98,59.47,1.79,4
6278,0.15,76.0,214.17,59.42,1.74,2
6279,0.22,70.43,211.01,66.23,1.73,1
6280,0.38,57.43,206.91,57.16,1.74,4
6281,0.44,81.7,188.38,58.47,1.75,0
6282,0.39,91.14,207.88,53.51,1.79,2
6283,0.18,44.52,199.2,63.91,1.78,0
6284,0.26,59.3,192.1,62.26,1.64,3
6285,0.42,96.45,198.46,50.18,1.76,4
6286,0.37,73.67,217.06,65.47,1.82,5
6287,0.17,60.05,198.09,60.68,1.76,3
6288,0.17,52.41,194.21,66.8,1.75,5
