machineID,spindle_speed [RPM],feed_rate [mm/min],tool_temperature [°C],vibration_level [m/s²],power_consumption [kW],tool_wear [min],failure_type
5201,1152.77,135.87,1040476.11,1.4,5.47,0.0,5
5202,1160.13,265.92,1040682.82,1.51,4.94,0.0,3
5203,1278.23,112.55,1040878.92,1.45,5.84,0.0,1
5204,991.6,256.24,1041077.36,1.45,5.2,0.0,0
5205,1081.48,265.83,1041278.16,1.64,4.45,0.0,2
5206,1340.08,266.22,1041481.74,1.13,4.74,0.0,1
5207,1122.42,195.65,1041679.1,1.47,4.63,0.0,1
5208,1087.24,115.5,1041874.79,1.65,5.39,0.0,1
5209,1183.28,112.1,1042075.15,1.59,5.23,0.0,5
5210,1125.17,295.65,1042277.68,1.25,5.93,0.0,0
5211,1229.29,235.22,1042480.36,1.62,5.22,0.0,5
5212,1080.37,271.73,1042694.32,1.79,4.53,0.0,3
5213,1349.91,269.8,1042899.86,1.27,4.7,0.0,5
5214,1068.91,154.21,1043102.99,1.55,5.61,0.0,0
5215,1191.61,290.75,1043301.62,1.58,4.75,0.0,1
5216,1205.58,167.05,1043504.48,1.44,5.35,0.0,3
5217,1224.64,131.94,1043708.26,1.51,5.61,0.0,0
5218,1193.94,188.23,1043912.73,1.42,5.69,0.0,1
5219,1199.42,297.15,1044113.34,1.6,4.43,0.0,3
5220,1193.0,179.58,1044309.96,1.14,5.1,0.0,2
5221,1330.57,205.62,1044517.59,1.48,5.06,0.0,2
5222,1187.46,205.12,1044729.56,1.57,5.03,0.0,3
5223,1296.36,144.27,1044933.68,1.67,3.81,0.0,0
5224,1126.77,224.73,1045132.85,1.86,4.71,0.0,4
5225,1199.76,189.61,1045330.06,1.4,5.87,0.0,3
5226,1186.98,191.68,1045530.78,1.31,4.57,0.0,5
5227,1300.05,288.6,1045730.72,1.5,5.35,0.0,3
5228,1141.34,269.06,1045931.91,1.3,5.14,0.0,1
5229,1130.83,276.26,1046133.21,1.32,5.05,0.0,4
5230,1184.39,269.77,1046331.53,1.87,4.66,0.0,2
5231,1197.88,200.67,1046531.69,1.58,5.34,0.0,0
5232,989.76,224.45,1046733.81,1.6,4.86,0.0,2
5233,1114.15,105.17,1046945.6,1.38,4.45,0.0,4
5234,1311.02,122.06,1047144.39,1.48,3.8,0.0,3
5235,1174.54,265.54,1047334.52,1.54,4.6,0.0,2
5236,1175.84,101.29,1047529.33,1.31,4.5,0.0,4
5237,1257.02,112.93,1047748.49,1.74,4.42,0.0,0
5238,1254.05,110.82,1047943.89,1.35,5.2,0.0,0
5239,1373.93,135.35,1048140.55,1.0,5.15,0.0,2
5240,1263.12,264.75,1048332.16,1.96,5.57,0.0,0
5241,1155.97,234.73,1048538.08,1.54,5.46,0.0,3
5242,1205.5,168.36,1048738.11,1.31,5.35,0.0,1
5243,1277.41,210.31,1048942.75,1.49,5.61,0.0,2
5244,1296.17,299.45,1049141.98,1.73,4.77,0.0,1
5245,1109.74,126.31,1049337.95,1.21,5.0,0.0,5
5246,1266.98,105.65,1049536.01,1.52,5.87,0.0,3
5247,1376.71,271.65,1049739.22,1.55,4.79,0.0,5
5248,1182.66,183.32,1049940.26,1.79,4.22,0.0,5
5249,1201.13,106.69,1050141.03,1.23,4.34,0.0,5
5250,1107.45,234.91,1050330.69,1.79,4.87,0.0,5
5251,1093.81,230.0,1050521.79,1.46,5.12,0.0,2
5252,1201.15,231.85,1050717.25,1.59,4.75,0.0,4
5253,1278.81,234.93,1050918.89,1.34,5.43,0.0,1
5254,1170.13,124.26,1051119.05,1.33,5.22,0.0,1
5255,1310.57,228.77,1051314.46,1.49,5.6,0.0,1
5256,1290.78,189.86,1051509.77,1.71,5.02,0.0,1
5257,1163.39,171.13,1051714.07,1.72,4.1,0.0,1
5258,1273.01,207.88,1051914.17,1.22,4.77,0.0,5
5259,1187.07,270.35,1052115.75,1.67,4.32,0.0,5
5260,1209.29,148.44,1052318.15,1.39,4.85,0.0,4
5261,1307.39,108.58,1052529.94,1.35,4.98,0.0,3
5262,1443.87,164.5,1052736.07,1.2,5.08,0.0,0
5263,1060.38,250.65,1052936.41,1.28,5.09,0.0,5
5264,1166.97,179.21,1053136.06,1.69,4.11,0.0,4
5265,1316.03,226.42,1053336.73,1.32,6.19,0.0,3
5266,1175.58,180.29,1053530.66,1.51,4.93,0.0,0
5267,1157.06,274.75,1053735.35,1.85,6.23,0.0,0
5268,1366.77,207.12,1053935.91,1.78,5.25,0.0,4
5269,1193.92,170.92,1054136.98,1.44,4.91,0.0,2
5270,1278.73,287.16,1054341.57,1.5,4.99,0.0,0
5271,1169.07,262.81,1054536.96,1.12,5.0,0.0,5
5272,1044.14,270.27,1054730.15,1.12,6.09,0.0,2
5273,1148.89,186.23,1054926.06,1.44,5.46,0.0,1
5274,1268.38,160.69,1055127.33,1.41,4.73,0.0,1
5275,1219.3,195.33,1055332.36,1.43,5.45,0.0,5
5276,1120.21,282.25,1055536.58,1.77,5.18,0.0,4
5277,1406.39,112.01,1055742.57,1.56,4.58,0.0,1
5278,1211.79,219.36,1055939.79,1.65,4.81,0.0,4
5279,1100.46,167.5,1056145.18,1.43,4.52,0.0,0
5280,1329.95,156.37,1056346.8,1.48,5.32,0.0,5
5281,1291.66,223.49,1056553.8,1.21,4.99,0.0,5
5282,1144.01,180.83,1056750.2,1.3,4.8,0.0,1
5283,1265.42,161.61,1056951.28,2.01,6.07,0.0,5
5284,1279.05,285.09,1057152.1,1.41,5.43,0.0,1
5285,1246.23,244.41,1057349.66,1.42,5.48,0.0,4
5286,1212.99,188.55,1057550.67,1.44,4.67,0.0,5
5287,1023.19,109.36,1057754.02,1.84,5.81,0.0,4
5288,1167.66,199.03,1057954.69,1.45,5.37,0.0,5
5289,1194.71,276.48,1058159.39,1.41,4.19,0.0,4
5290,1141.66,227.22,1058359.63,1.19,5.57,0.0,5
5291,1164.38,240.07,1058559.11,1.62,3.66,0.0,2
5292,1270.15,105.21,1058766.22,1.26,5.17,0.0,5
5293,1150.13,135.56,1058967.01,1.43,4.76,0.0,4
5294,1030.38,287.8,1059158.62,1.54,4.76,0.0,1
5295,1137.42,274.29,1059368.69,1.67,6.18,0.0,3
5296,1146.44,243.84,1059569.39,1.68,4.16,0.0,5
5297,1183.81,164.96,1059767.21,1.6,4.61,0.0,5
5298,1077.32,109.87,1059977.19,1.76,4.74,0.0,1
5299,1168.94,249.38,1060177.31,1.86,5.41,0.0,2
5300,1112.31,111.86,1060372.4,1.6,5.17,0.0,2
5301,1277.95,290.87,1060568.15,1.66,5.28,0.0,4
5302,1180.65,218.36,1060773.02,1.63,5.18,0.0,5
5303,1254.76,217.04,1060968.46,1.54,5.42,0.0,3
5304,1227.68,258.88,1061176.11,1.57,4.42,0.0,4
5305,1071.54,178.98,1061382.07,1.38,4.51,0.0,3
5306,1195.76,181.19,1061586.48,1.55,5.73,0.0,2
5307,1366.99,104.62,1061785.22,1.41,5.81,0.0,0
5308,1038.91,298.07,1061983.22,1.29,4.94,0.0,4
5309,1294.78,174.62,1062175.15,1.51,4.84,0.0,4
5310,1209.86,266.23,1062378.73,1.33,5.54,0.0,3
5311,1048.93,143.31,1062579.28,1.61,4.61,0.0,5
5312,1257.34,295.86,1062775.44,1.15,5.57,0.0,5
5313,1300.35,209.38,1062976.17,1.43,4.66,0.0,1
5314,1193.9,214.48,1063169.87,1.39,5.11,0.0,3
5315,1230.72,147.03,1063364.08,1.63,4.96,0.0,0
5316,1382.24,166.68,1063559.71,1.44,4.77,0.0,2
5317,1139.46,103.77,1063758.72,1.61,4.4,0.0,2
5318,1382.8,121.51,1063956.68,1.36,4.3,0.0,5
5319,1364.18,101.52,1064150.17,1.33,4.89,0.0,3
5320,1067.47,124.81,1064349.6,1.64,4.4,0.0,3
5321,1212.35,295.77,1064541.65,1.47,5.7,0.0,2
5322,1206.69,226.17,1064735.94,1.39,4.88,0.0,0
5323,1329.34,271.96,1064936.54,1.29,5.04,0.0,1
5324,1316.91,105.62,1065138.09,1.35,5.72,0.0,0
5325,1351.02,133.1,1065338.26,1.45,4.24,0.0,0
5326,1038.07,174.48,1065526.16,1.19,5.2,0.0,2
5327,1337.72,102.13,1065742.78,1.36,4.65,0.0,0
5328,1256.79,214.95,1065948.72,1.66,5.14,0.0,4
5329,1016.13,118.22,1066158.43,1.47,5.61,0.0,5
5330,1331.31,246.89,1066359.93,1.6,4.78,0.0,2
5331,1089.29,198.76,1066568.28,1.72,4.84,0.0,5
5332,1277.3,212.23,1066766.64,1.54,5.01,0.0,1
5333,1141.39,258.83,1066974.09,1.52,5.11,0.0,0
5334,1179.42,195.45,1067171.02,1.21,5.71,0.0,3
5335,1244.36,251.74,1067375.61,1.4,5.12,0.0,3
5336,1179.03,108.85,1067566.84,1.54,4.23,0.0,3
5337,1054.78,248.11,1067769.26,1.44,4.35,0.0,5
5338,1230.58,101.17,1067975.68,1.69,4.94,0.0,1
5339,1084.75,205.11,1068178.31,1.43,5.58,0.0,2
5340,1254.44,202.13,1068382.78,1.65,4.83,0.0,3
5341,1074.77,105.13,1068580.57,1.34,4.56,0.0,2
5342,1213.93,133.17,1068780.52,1.14,4.48,0.0,4
5343,1236.42,213.03,1068988.23,1.41,5.22,0.0,2
5344,1401.37,219.06,1069189.62,1.31,4.24,0.0,5
5345,1006.24,163.48,1069392.77,1.38,5.22,0.0,3
5346,1231.62,192.31,1069586.42,1.16,4.81,0.0,5
5347,1073.97,112.73,1069785.58,1.62,6.11,0.0,4
5348,1247.86,243.8,1069978.81,1.86,5.14,0.0,1
5349,1188.78,270.63,1070180.94,1.43,4.2,0.0,1
5350,1276.92,138.09,1070390.66,1.19,5.53,0.0,0
5351,1341.62,155.16,1070595.62,1.6,5.61,0.0,2
5352,1166.25,111.36,1070787.43,1.36,5.27,0.0,1
5353,1198.66,126.78,1070985.18,1.46,4.74,0.0,1
5354,1290.41,181.19,1071184.94,1.66,4.34,0.0,2
5355,1147.09,260.33,1071376.59,1.64,5.23,0.0,2
5356,1240.32,195.75,1071583.17,1.56,4.99,0.0,4
5357,1283.89,136.88,1071779.08,1.55,4.74,0.0,2
5358,1092.38,270.61,1071975.02,1.35,6.15,0.0,5
5359,1047.5,220.84,1072169.63,1.45,4.31,0.0,4
5360,1217.57,114.63,1072367.9,1.28,5.32,0.0,3
5361,1287.67,241.16,1072570.4,1.68,5.03,0.0,3
5362,1049.5,279.58,1072768.08,1.15,5.83,0.0,4
5363,1249.11,153.09,1072964.41,1.56,4.2,0.0,3
5364,1163.46,160.67,1073164.84,1.37,4.83,0.0,5
5365,1182.84,157.2,1073356.8,1.56,5.54,0.0,4
5366,1303.17,250.92,1073556.88,1.44,4.51,0.0,3
5367,1214.05,283.54,1073756.83,1.53,5.42,0.0,4
5368,1114.49,107.92,1073961.07,1.84,4.58,0.0,2
5369,1198.77,121.65,1074155.36,1.46,5.16,0.0,2
5370,1176.64,130.75,1074357.19,1.43,5.26,0.0,4
5371,1171.89,173.56,1074554.97,1.2,5.56,0.0,4
5372,1317.93,156.69,1074759.11,1.97,5.92,0.0,0
5373,1134.53,207.29,1074965.09,1.48,6.37,0.0,4
5374,1120.69,120.42,1075167.83,1.28,5.22,0.0,3
5375,1225.05,268.2,1075368.26,1.47,4.39,0.0,0
5376,1263.89,229.19,1075571.06,1.45,4.86,0.0,0
5377,1186.62,295.51,1075763.46,1.62,5.6,0.0,3
5378,1076.84,263.05,1075960.77,1.28,5.38,0.0,0
5379,1210.87,121.16,1076157.79,1.31,4.77,0.0,5
5380,1442.43,182.94,1076355.18,1.35,4.76,0.0,5
5381,1256.63,169.88,1076560.21,1.2,5.04,0.0,2
5382,1033.78,153.6,1076761.79,1.53,3.93,0.0,0
5383,1104.84,111.71,1076957.29,1.52,5.45,0.0,1
5384,1209.35,103.9,1077154.6,1.86,4.7,0.0,0
5385,1254.18,179.44,1077359.39,1.43,4.83,0.0,4
5386,1130.43,140.36,1077556.51,1.29,4.92,0.0,2
5387,1416.42,234.08,1077751.25,1.71,5.28,0.0,1
5388,1253.79,217.13,1077957.06,1.46,4.71,0.0,3
5389,1233.26,230.62,1078166.37,1.39,3.9,0.0,4
5390,1325.69,129.72,1078368.61,1.62,5.03,0.0,3
5391,1224.56,211.26,1078567.39,1.56,5.47,0.0,0
5392,1003.45,128.28,1078775.27,1.77,5.16,0.0,2
5393,1160.58,166.2,1078974.11,1.21,5.27,0.0,3
5394,1136.07,116.59,1079172.26,1.59,4.52,0.0,5
5395,1166.27,220.44,1079372.29,1.49,4.74,0.0,5
5396,1211.4,249.5,1079569.79,1.54,4.88,0.0,0
5397,1269.25,298.97,1079769.94,1.55,5.26,0.0,1
5398,1122.62,118.86,1079969.92,1.26,4.55,0.0,0
5399,1123.48,257.54,1080174.07,1.2,4.54,0.0,5
5400,1192.24,217.04,1080374.03,2.06,4.9,0.0,3
5401,1257.57,109.8,1080576.51,1.41,5.07,0.0,0
5402,1255.1,145.43,1080772.89,1.59,4.78,0.0,5
5403,1260.03,178.5,1080978.73,1.58,5.17,0.0,2
5404,1310.96,121.49,1081179.1,1.71,4.18,0.0,0
5405,1163.9,264.59,1081379.57,1.46,4.1,0.0,5
5406,1312.01,221.14,1081575.98,1.34,4.9,0.0,4
5407,1233.45,228.35,1081780.12,1.61,4.07,0.0,5
5408,1215.79,267.46,1081971.83,1.52,4.5,0.0,5
5409,1380.14,171.84,1082175.05,1.91,4.27,0.0,1
5410,1168.13,100.6,1082375.73,1.23,5.34,0.0,2
5411,1123.37,223.75,1082579.26,1.93,5.09,0.0,5
5412,1346.52,285.03,1082779.54,1.51,5.4,0.0,1
5413,1195.51,255.43,1082985.36,1.52,4.42,0.0,0
5414,1310.53,221.23,1083188.51,1.38,4.59,0.0,5
5415,1239.85,156.43,1083388.18,1.51,4.53,0.0,0
5416,1024.76,156.99,1083581.78,1.78,4.44,0.0,3
5417,1228.1,252.64,1083778.84,1.53,4.42,0.0,2
5418,1262.46,215.24,1083983.14,1.41,5.35,0.0,1
5419,1192.75,122.09,1084185.01,1.63,4.7,0.0,5
5420,1262.34,224.3,1084380.98,1.24,5.64,0.0,5
5421,1319.22,191.68,1084587.51,1.31,5.07,0.0,4
5422,1347.15,253.91,1084783.11,1.8,5.43,0.0,4
5423,1279.2,162.11,1084983.07,1.76,4.88,0.0,0
5424,1115.52,202.28,1085180.25,1.41,5.72,0.0,0
5425,1212.41,286.23,1085382.21,1.49,5.43,0.0,0
5426,1128.61,215.48,1085581.3,1.22,5.77,0.0,4
5427,1153.96,279.59,1085780.5,1.32,4.91,0.0,0
5428,1152.43,203.02,1085976.34,1.47,4.71,0.0,0
5429,1194.66,244.43,1086177.82,1.69,4.52,0.0,5
5430,1222.19,298.95,1086382.44,1.52,5.67,0.0,1
5431,1408.39,154.67,1086589.79,1.36,4.64,0.0,0
5432,1224.75,154.86,1086793.15,1.68,4.91,0.0,3
5433,1378.27,249.65,1086995.92,1.41,6.04,0.0,2
5434,1198.65,212.96,1087195.37,1.5,4.69,0.0,2
5435,1276.8,212.05,1087404.01,1.51,6.02,0.0,4
5436,1164.45,110.27,1087601.44,1.42,4.25,0.0,5
5437,1203.62,229.49,1087798.06,1.55,4.87,0.0,5
5438,1128.34,154.22,1087999.23,1.97,4.55,0.0,5
5439,1269.27,219.92,1088196.7,1.61,5.06,0.0,4
5440,1122.09,123.72,1088395.96,1.58,4.85,0.0,0
5441,1170.26,120.46,1088601.98,1.06,4.58,0.0,3
5442,1222.03,213.03,1088804.14,1.68,5.35,0.0,4
5443,1243.5,165.63,1089012.48,1.72,4.78,0.0,0
5444,1252.49,216.67,1089214.38,1.5,5.12,0.0,2
5445,1152.62,160.37,1089417.37,1.72,5.55,0.0,4
5446,1064.07,238.27,1089615.53,1.49,4.92,0.0,2
5447,974.0,208.5,1089818.57,1.39,5.36,0.0,2
5448,1110.65,219.6,1090009.14,1.84,4.62,0.0,3
5449,1134.33,149.21,1090214.32,1.36,5.78,0.0,4
5450,1130.7,253.56,1090411.12,1.53,5.4,0.0,0
5451,1115.83,135.98,1090613.66,1.4,5.48,0.0,0
5452,1246.06,256.85,1090817.83,1.52,4.84,0.0,4
5453,1172.51,245.5,1091019.06,1.08,4.37,0.0,3
5454,1186.28,110.22,1091220.0,1.64,5.11,0.0,3
5455,1121.37,266.22,1091412.12,1.36,5.24,0.0,2
5456,1363.18,145.19,1091615.94,1.44,5.15,0.0,4
5457,1172.4,236.25,1091824.29,1.58,5.14,0.0,3
5458,964.88,137.42,1092022.43,1.44,4.35,0.0,2
5459,1122.28,200.24,1092221.96,1.49,4.06,0.0,5
5460,1067.16,128.0,1092423.96,1.69,4.84,0.0,1
5461,1059.88,134.5,1092632.22,1.5,4.91,0.0,5
5462,1246.27,295.06,1092832.1,1.35,5.18,0.0,0
5463,1438.17,273.83,1093038.83,1.42,4.89,0.0,4
5464,1079.1,246.69,1093238.55,1.75,5.09,0.0,1
5465,1158.11,259.13,1093442.06,1.7,5.05,0.0,0
5466,1121.47,246.46,1093636.36,1.38,4.44,0.0,3
5467,983.54,112.69,1093826.43,1.88,4.95,0.0,3
5468,1314.46,237.54,1094030.36,1.73,5.04,0.0,5
5469,1104.95,260.02,1094230.88,1.5,4.4,0.0,0
5470,1276.41,195.17,1094428.33,1.27,4.94,0.0,5
5471,1331.95,266.19,1094625.25,1.8,5.01,0.0,1
5472,1187.97,228.66,1094824.59,2.05,4.88,0.0,2
5473,1094.57,248.39,1095020.3,1.34,5.57,0.0,3
5474,924.11,204.5,1095211.85,1.51,4.62,0.0,5
5475,1265.98,285.17,1095412.0,1.36,4.69,0.0,5
5476,1414.34,229.78,1095617.17,1.45,4.47,0.0,0
5477,1154.91,249.43,1095810.23,1.83,5.38,0.0,4
5478,1246.51,149.45,1096017.46,1.37,5.41,0.0,3
5479,1161.23,242.95,1096224.69,1.67,4.84,0.0,2
5480,1139.33,241.95,1096429.54,1.53,5.54,0.0,0
5481,1353.66,134.46,1096624.64,1.56,4.75,0.0,0
5482,1217.12,120.73,1096829.94,1.54,4.71,0.0,3
5483,1201.36,141.96,1097028.04,1.69,5.06,0.0,2
5484,1212.85,237.77,1097230.9,1.75,4.53,0.0,4
5485,1212.38,142.55,1097425.49,1.48,5.48,0.0,0
5486,1038.73,162.29,1097628.99,1.51,5.38,0.0,4
5487,1183.01,250.48,1097829.28,1.52,5.31,0.0,4
5488,1371.88,261.51,1098026.71,1.49,5.0,0.0,3
5489,1279.53,266.94,1098224.82,1.31,5.13,0.0,0
5490,1143.78,260.26,1098420.2,1.63,5.44,0.0,0
5491,1219.4,126.0,1098619.9,1.79,5.51,0.0,4
5492,1326.03,265.22,1098832.18,1.31,4.86,0.0,1
5493,1233.26,128.87,1099021.14,1.46,4.07,0.0,5
5494,1449.6,147.25,1099228.66,1.54,5.02,0.0,1
5495,1233.49,258.5,1099422.53,1.55,5.07,0.0,4
5496,1224.41,165.94,1099621.37,1.5,4.82,0.0,2
5497,1091.85,259.65,1099815.19,1.69,4.98,0.0,5
5498,1032.88,225.95,1100013.57,1.48,4.66,0.0,5
5499,1302.95,203.85,1100206.47,1.17,4.51,0.0,2
5500,1160.44,211.26,1100405.56,1.58,4.76,0.0,2
5501,1123.52,237.96,1100614.51,1.41,4.85,0.0,4
5502,1256.4,296.51,1100815.66,1.7,4.9,0.0,5
5503,1138.61,292.87,1101016.75,1.29,4.62,0.0,0
5504,1270.56,131.45,1101218.48,1.88,4.84,0.0,0
5505,1224.11,248.16,1101419.64,1.43,4.99,0.0,2
5506,1137.47,278.48,1101619.34,1.57,5.17,0.0,0
5507,1225.76,287.29,1101818.8,1.52,5.14,0.0,4
5508,1052.35,293.78,1102021.13,1.33,4.15,0.0,3
5509,1243.96,254.09,1102226.75,1.4,4.64,0.0,3
5510,1148.66,187.03,1102431.34,1.75,4.3,0.0,1
5511,1196.31,239.48,1102632.39,1.9,5.27,0.0,2
5512,1323.41,244.96,1102840.58,1.68,4.8,0.0,1
5513,1203.11,171.84,1103033.98,1.54,4.96,0.0,3
5514,1134.54,231.45,1103233.14,1.43,4.43,0.0,4
5515,1298.64,242.31,1103430.56,1.63,5.7,0.0,5
5516,1195.44,140.99,1103633.7,1.73,5.61,0.0,1
5517,1320.33,208.87,1103839.17,1.44,5.4,0.0,2
5518,1125.41,269.59,1104031.64,1.89,5.18,0.0,4
5519,1170.22,233.06,1104237.98,1.62,4.92,0.0,1
5520,1101.78,254.1,1104436.14,1.42,5.75,0.0,3
5521,1067.82,283.25,1104635.83,1.54,5.39,0.0,2
5522,1216.34,101.85,1104834.03,1.33,5.38,0.0,1
5523,1137.5,145.95,1105029.88,1.47,5.64,0.0,5
5524,1125.83,145.47,1105231.15,1.31,5.19,0.0,2
5525,1213.62,252.2,1105429.38,1.61,4.91,0.0,5
5526,1094.06,263.96,1105633.64,1.8,4.53,0.0,5
5527,1191.9,210.77,1105830.54,1.61,5.22,0.0,0
5528,1147.55,131.24,1106025.03,1.72,4.86,0.0,3
5529,1383.83,160.26,1106227.54,2.05,5.2,0.0,0
5530,1116.39,183.15,1106423.24,1.71,5.74,0.0,2
5531,1064.08,276.04,1106625.49,1.44,5.51,0.0,1
5532,1144.65,220.71,1106826.58,1.52,6.01,0.0,5
5533,1215.47,222.04,1107019.32,1.46,4.7,0.0,2
5534,1112.21,133.2,1107218.53,1.41,4.57,0.0,2
5535,1144.55,295.24,1107416.7,1.72,4.53,0.0,1
5536,1072.41,161.6,1107622.67,1.39,5.11,0.0,0
5537,1115.27,257.81,1107829.06,1.64,4.72,0.0,1
5538,1233.95,153.4,1108027.18,1.62,4.94,0.0,3
5539,1288.68,257.78,1108222.68,1.53,3.81,0.0,3
5540,1239.7,225.69,1108422.01,1.47,5.57,0.0,5
5541,1296.3,151.12,1108611.46,1.57,4.43,0.0,4
5542,1192.03,276.39,1108809.48,1.18,4.74,0.0,3
5543,1264.48,214.31,1109016.55,1.57,4.23,0.0,1
5544,1240.47,240.12,1109216.62,1.01,5.07,0.0,2
5545,1197.87,190.39,1109426.85,1.5,5.03,0.0,1
5546,956.19,298.97,1109617.98,1.59,5.56,0.0,5
5547,1183.43,238.68,1109817.93,1.98,5.14,0.0,0
5548,1292.24,161.05,1110004.52,1.65,5.34,0.0,5
5549,1119.45,134.74,1110203.1,1.25,4.73,0.0,3
5550,1381.77,102.55,1110406.02,1.39,5.02,0.0,4
5551,1282.66,116.7,1110617.75,1.55,5.42,0.0,4
5552,1351.85,117.08,1110813.08,1.59,5.9,0.0,1
5553,1376.35,142.76,1111007.81,1.71,4.86,0.0,0
5554,989.93,277.37,1111212.8,1.71,5.57,0.0,2
5555,1295.73,220.81,1111416.87,1.24,4.79,0.0,0
5556,1224.79,126.24,1111621.22,1.49,4.35,0.0,1
5557,1318.26,173.29,1111818.97,1.75,5.54,0.0,2
5558,1297.85,123.79,1112016.74,1.46,5.68,0.0,3
5559,1142.68,202.2,1112212.54,1.62,5.56,0.0,0
5560,1101.56,139.29,1112413.83,1.56,5.28,0.0,3
5561,1100.58,295.31,1112615.1,1.6,4.77,0.0,0
5562,1216.93,200.21,1112815.52,1.63,5.54,0.0,5
5563,1106.83,159.23,1113016.5,1.48,5.38,0.0,1
5564,1104.56,247.72,1113205.18,1.34,5.42,0.0,1
5565,1138.74,123.22,1113403.53,1.51,4.88,0.0,3
5566,1232.65,261.12,1113593.89,1.33,5.42,0.0,4
5567,1119.84,148.6,1113799.03,1.51,4.63,0.0,3
5568,1304.85,128.29,1113991.27,1.47,4.72,0.0,2
5569,1121.84,136.05,1114188.89,1.5,4.5,0.0,3
5570,1336.75,216.58,1114390.83,1.4,5.3,0.0,1
5571,1097.86,275.91,1114595.73,1.51,4.57,0.0,2
5572,1179.91,191.53,1114792.49,1.49,5.44,0.0,3
5573,1210.26,194.35,1114993.5,1.58,5.84,0.0,0
5574,1103.64,155.76,1115197.81,1.31,5.53,0.0,4
5575,1126.54,161.97,1115402.45,1.85,5.33,0.0,1
5576,1224.69,298.7,1115604.03,1.51,4.91,0.0,5
5577,1153.38,155.56,1115805.83,1.84,4.98,0.0,5
5578,1143.27,287.48,1116006.11,1.71,5.3,0.0,0
5579,1158.32,164.49,1116219.41,1.47,5.63,0.0,1
5580,1218.28,244.84,1116417.63,1.41,4.22,0.0,3
5581,1116.06,151.59,1116613.56,1.64,4.43,0.0,1
5582,1366.34,155.49,1116819.86,1.34,4.37,0.0,5
5583,1011.64,285.32,1117023.37,1.43,4.65,0.0,0
5584,1203.91,259.52,1117231.38,1.48,6.32,0.0,3
5585,1185.12,275.16,1117422.95,1.76,3.87,0.0,3
5586,1164.38,225.02,1117621.18,1.52,5.51,0.0,0
5587,1059.86,182.53,1117822.2,1.77,5.49,0.0,0
5588,1261.99,266.22,1118021.62,1.83,5.4,0.0,3
5589,1032.84,112.5,1118222.05,1.39,4.52,0.0,1
5590,1252.2,106.53,1118404.6,1.02,4.63,0.0,4
5591,1189.73,238.54,1118602.12,1.6,5.3,0.0,2
5592,1146.1,118.13,1118802.04,1.55,5.15,0.0,5
5593,1072.16,106.34,1119003.92,1.42,5.04,0.0,1
5594,1127.87,267.16,1119199.33,1.81,5.74,0.0,4
5595,964.87,151.09,1119392.04,1.12,4.9,0.0,5
5596,1261.72,223.1,1119595.98,1.6,4.91,0.0,3
5597,1213.81,299.44,1119799.47,1.29,4.09,0.0,0
5598,1251.25,152.48,1119993.64,1.64,5.18,0.0,1
5599,1079.89,279.67,1120201.01,1.39,5.35,0.0,3
5600,1140.36,183.83,1120400.04,1.85,4.88,0.0,5
5601,1259.51,252.27,1120599.91,1.29,5.22,0.0,0
5602,1223.39,280.9,1120793.28,1.36,5.05,0.0,1
5603,1310.06,129.79,1120993.4,1.15,5.38,0.0,4
5604,1242.47,281.11,1121181.35,1.62,5.14,0.0,1
5605,1233.72,183.73,1121378.11,1.7,5.26,0.0,0
5606,1213.89,268.57,1121580.64,1.28,5.17,0.0,4
5607,1340.59,171.74,1121782.39,1.64,5.32,0.0,1
5608,1152.16,273.33,1121984.33,1.55,4.35,0.0,4
5609,1135.51,238.68,1122190.42,1.54,4.3,0.0,3
5610,1201.32,275.37,1122389.22,1.57,4.5,0.0,2
5611,1196.25,133.17,1122592.27,1.49,5.77,0.0,0
5612,1175.64,293.6,1122790.61,1.41,5.37,0.0,3
5613,1287.94,142.27,1122999.77,1.53,4.18,0.0,1
5614,1238.73,145.71,1123200.96,1.55,5.24,0.0,4
5615,1149.57,145.08,1123399.32,1.44,4.73,0.0,5
5616,1415.77,190.46,1123598.18,1.56,4.53,0.0,5
5617,1143.07,278.53,1123797.14,1.46,4.26,0.0,2
5618,1258.9,169.8,1123991.72,1.49,4.71,0.0,4
5619,1114.81,135.45,1124180.8,1.37,4.92,0.0,2
5620,1145.94,108.67,1124378.47,1.35,4.3,0.0,3
5621,1164.87,277.9,1124588.58,1.56,5.46,0.0,0
5622,1385.92,267.23,1124793.31,1.38,5.24,0.0,4
5623,1210.71,134.88,1124988.32,1.61,4.67,0.0,2
5624,1218.81,239.35,1125195.15,1.72,3.74,0.0,4
5625,1056.12,137.49,1125403.72,1.43,4.0,0.0,1
5626,1222.78,127.94,1125602.37,1.72,4.88,0.0,5
5627,1096.98,277.38,1125798.15,1.65,5.64,0.0,1
5628,1132.38,231.55,1125989.99,1.83,5.88,0.0,3
5629,1244.4,288.18,1126186.01,1.69,4.6,0.0,4
5630,1152.88,127.57,1126392.15,1.7,5.19,0.0,1
5631,1351.34,284.42,1126583.23,1.41,5.55,0.0,2
5632,1329.21,275.14,1126789.47,1.66,5.09,0.0,0
5633,1218.51,161.25,1126987.48,1.33,5.2,0.0,1
5634,1207.24,235.44,1127183.79,1.5,5.48,0.0,3
5635,1181.9,244.51,1127381.72,1.53,5.4,0.0,5
