machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
4654,767.69,0.38,1.82,0.0,1.32,698.6,2
4655,812.47,0.17,1.17,0.0,1.23,475.29,2
4656,617.59,0.25,2.61,0.0,1.23,805.95,4
4657,743.17,0.19,3.66,0.0,1.38,1360.0,0
4658,917.97,0.46,1.73,0.0,1.28,794.04,1
4659,518.7,0.21,0.67,0.0,1.23,173.76,4
4660,699.71,0.22,1.17,0.0,1.27,409.33,5
4661,723.8,0.41,2.69,0.0,1.26,973.51,3
4662,825.46,0.35,2.38,0.0,1.22,982.3,2
4663,688.95,0.15,1.71,0.0,1.18,589.05,4
4664,768.25,0.12,2.15,0.0,1.04,825.87,3
4665,880.2,0.22,1.83,0.0,1.22,805.38,3
4666,757.35,0.21,1.99,0.0,1.21,753.56,1
4667,721.77,0.11,2.13,0.0,1.24,768.69,1
4668,755.78,0.25,2.26,0.0,1.14,854.03,3
4669,802.84,0.33,2.35,0.0,1.27,943.34,3
4670,694.64,0.45,2.6,0.0,1.32,903.03,4
4671,933.23,0.17,1.57,0.0,1.31,732.59,0
4672,527.53,0.38,0.84,0.0,1.05,221.56,1
4673,776.0,0.48,2.06,0.0,1.25,799.28,1
4674,978.79,0.29,2.13,0.0,1.32,1042.41,4
4675,803.06,0.49,1.54,0.0,1.06,618.36,3
4676,800.84,0.4,1.74,0.0,1.29,696.73,3
4677,847.56,0.44,1.78,0.0,1.27,754.33,4
4678,828.09,0.21,1.95,0.0,1.15,807.39,3
4679,789.73,0.14,3.11,0.0,1.26,1228.03,1
4680,788.92,0.29,2.28,0.0,1.26,899.37,4
4681,768.54,0.28,2.15,0.33,1.03,826.18,1
4682,646.15,0.42,2.14,0.0,1.11,691.38,5
4683,660.64,0.34,1.72,0.25,1.31,568.15,0
4684,727.97,0.29,2.19,0.5,1.19,797.13,1
4685,724.41,0.13,1.38,1.5,1.18,499.84,5
4686,784.74,0.1,3.01,0.85,1.37,1181.03,3
4687,743.13,0.49,1.86,0.17,1.31,691.11,3
4688,699.39,0.35,2.07,0.01,1.21,723.87,1
4689,886.04,0.33,2.32,0.0,1.07,1027.81,5
4690,812.53,0.26,1.27,0.0,0.98,515.96,0
4691,756.09,0.31,2.72,0.07,1.18,1028.28,0
4692,746.13,0.2,2.08,0.0,1.27,775.98,3
4693,965.4,0.41,1.74,1.29,1.14,839.9,4
4694,858.44,0.49,1.94,2.75,1.38,832.69,3
4695,636.38,0.11,2.56,3.48,1.26,814.57,2
4696,848.72,0.5,2.3,3.16,1.1,976.03,2
4697,947.87,0.32,2.61,2.42,1.18,1236.97,3
4698,809.04,0.48,1.8,2.26,1.26,728.14,4
4699,862.73,0.19,2.34,3.37,1.24,1009.39,5
4700,852.63,0.36,2.72,4.42,1.16,1159.58,3
4701,767.4,0.15,2.2,3.16,1.17,844.14,0
4702,899.57,0.29,1.0,4.62,1.12,449.78,1
4703,892.15,0.32,1.56,4.8,1.17,695.88,5
4704,700.51,0.43,3.32,4.0,1.24,1162.85,0
4705,1041.45,0.25,1.07,2.55,1.31,557.18,3
4706,811.1,0.27,2.0,2.3,1.39,811.1,4
4707,785.05,0.33,2.92,3.43,1.29,1146.17,0
4708,1064.12,0.27,2.84,4.43,1.12,1511.05,2
4709,901.53,0.22,1.82,3.74,1.36,820.39,4
4710,757.27,0.15,1.54,5.63,1.21,583.1,2
4711,851.06,0.22,2.81,6.6,1.13,1195.74,5
4712,906.13,0.12,2.42,7.19,1.1,1096.42,3
4713,804.14,0.1,2.34,6.16,1.23,940.84,5
4714,769.52,0.21,1.78,6.25,1.23,684.87,2
4715,886.54,0.34,2.22,7.84,1.1,984.06,1
4716,741.92,0.26,1.88,8.1,1.28,697.4,2
4717,776.16,0.4,2.67,8.92,1.27,1036.17,2
4718,766.45,0.14,2.92,8.47,1.3,1119.02,5
4719,840.92,0.14,2.07,10.66,1.33,870.35,4
4720,821.92,0.22,0.9,9.7,1.28,369.86,1
4721,767.47,0.11,2.17,10.17,1.22,832.7,2
4722,608.36,0.28,1.5,10.02,1.12,456.27,0
4723,833.83,0.32,2.08,8.12,1.23,867.18,1
4724,704.07,0.11,2.17,8.59,1.29,763.92,1
4725,1105.09,0.19,2.34,9.84,1.2,1292.96,2
4726,727.27,0.48,1.77,8.25,1.25,643.63,5
4727,798.59,0.12,1.82,8.31,1.23,726.72,4
4728,681.75,0.24,2.14,7.59,1.17,729.47,3
4729,582.57,0.38,3.01,7.14,1.21,876.77,0
4730,780.92,0.21,2.0,8.84,1.25,780.92,4
4731,689.42,0.14,1.63,8.98,1.11,561.88,1
4732,874.96,0.49,1.5,7.28,1.17,656.22,0
4733,950.08,0.24,1.72,8.63,1.25,817.07,0
4734,719.73,0.45,2.37,11.24,1.14,852.88,4
4735,693.97,0.28,1.54,11.23,1.21,534.36,3
4736,922.28,0.48,2.59,10.18,1.22,1194.35,5
4737,844.02,0.44,2.89,10.73,1.25,1219.61,3
4738,984.37,0.26,1.87,9.49,1.22,920.39,3
4739,848.33,0.43,1.31,10.94,1.12,555.66,0
4740,970.09,0.32,2.53,10.23,1.22,1227.16,4
4741,653.84,0.23,3.09,8.88,1.1,1010.18,5
4742,879.59,0.26,2.06,7.69,1.0,905.98,1
4743,713.31,0.25,1.71,8.02,1.16,609.88,2
4744,720.8,0.39,1.56,8.29,1.11,562.22,1
4745,883.62,0.41,1.99,9.37,1.2,879.2,3
4746,806.57,0.2,2.14,9.72,1.1,863.03,5
4747,882.21,0.46,1.26,10.25,1.23,555.79,4
4748,876.87,0.47,2.39,11.08,1.42,1047.86,1
4749,970.87,0.2,1.45,11.65,1.32,703.88,3
4750,717.16,0.32,2.98,13.12,1.31,1068.57,5
4751,857.16,0.45,2.43,13.13,1.26,1041.45,0
4752,573.16,0.31,2.23,12.98,1.24,639.07,4
4753,908.18,0.22,2.01,13.15,1.23,912.72,1
4754,905.94,0.14,1.5,11.47,1.11,679.46,0
4755,857.19,0.44,1.23,10.98,1.24,527.17,2
4756,773.23,0.38,1.64,11.58,1.33,634.05,2
4757,813.45,0.42,2.11,11.83,1.12,858.19,5
4758,803.53,0.43,2.04,10.28,1.23,819.6,5
4759,702.94,0.47,2.11,8.58,1.11,741.6,4
4760,804.85,0.37,2.69,7.99,1.39,1082.52,3
4761,906.45,0.27,2.25,9.06,1.13,1019.76,5
4762,847.49,0.21,2.03,10.59,1.24,860.2,5
4763,779.87,0.36,2.55,8.92,1.31,994.33,5
4764,840.22,0.11,1.67,8.18,1.12,701.58,1
4765,961.06,0.16,1.9,9.58,1.21,913.01,0
4766,705.44,0.42,1.79,8.06,1.19,631.37,5
4767,878.42,0.2,2.05,5.47,1.1,900.38,0
4768,731.87,0.49,1.58,8.17,1.29,578.18,3
4769,840.45,0.36,2.42,9.08,1.21,1016.94,4
4770,663.88,0.13,2.37,8.98,1.18,786.7,1
4771,938.75,0.16,1.28,9.17,1.1,600.8,4
4772,973.26,0.28,2.51,7.48,1.3,1221.44,4
4773,741.66,0.27,2.78,7.21,1.13,1030.91,3
4774,727.2,0.3,2.26,8.15,1.17,821.74,1
4775,837.82,0.34,2.14,8.39,1.27,896.47,2
4776,1031.16,0.46,2.17,8.28,1.16,1118.81,2
4777,847.82,0.38,2.19,7.13,1.27,928.36,0
4778,854.2,0.15,2.09,7.52,1.16,892.64,2
4779,748.02,0.27,1.51,6.18,1.3,564.76,2
4780,781.64,0.14,2.18,5.32,1.15,851.99,1
4781,706.24,0.27,2.44,5.59,1.21,861.61,0
4782,754.77,0.24,2.17,5.63,1.14,818.93,0
4783,574.55,0.49,1.99,6.71,1.12,571.68,3
4784,878.81,0.36,0.78,5.19,1.25,342.74,4
4785,754.69,0.31,1.87,5.81,1.15,705.64,3
4786,856.73,0.16,1.62,7.59,1.3,693.95,4
4787,719.18,0.18,2.16,8.37,1.37,776.71,2
4788,772.85,0.43,0.66,8.16,1.39,255.04,2
4789,729.89,0.18,2.64,7.72,1.07,963.45,3
4790,711.39,0.2,1.51,6.86,1.32,537.1,0
4791,882.59,0.24,1.35,7.07,1.22,595.75,5
4792,767.99,0.13,1.31,6.94,1.24,503.03,2
4793,819.61,0.32,2.19,5.73,1.14,897.47,1
4794,731.1,0.3,1.55,5.66,1.01,566.6,4
4795,954.17,0.27,2.1,5.87,1.11,1001.88,3
4796,830.87,0.42,2.12,5.78,1.19,880.72,3
4797,817.38,0.48,1.19,7.41,1.31,486.34,1
4798,827.79,0.35,1.53,8.11,1.37,633.26,2
4799,995.54,0.4,2.63,9.59,1.24,1309.14,4
4800,608.21,0.1,1.2,9.82,1.23,364.93,2
4801,889.01,0.46,1.7,9.23,1.41,755.66,0
4802,632.88,0.38,1.43,8.14,1.3,452.51,2
4803,928.42,0.12,1.81,8.38,1.24,840.22,1
4804,1026.35,0.44,1.53,8.82,1.16,785.16,4
4805,788.22,0.11,2.65,8.33,1.21,1044.39,2
4806,770.14,0.47,2.21,6.8,1.16,851.0,2
4807,801.38,0.35,2.21,7.48,1.13,885.52,0
4808,697.84,0.18,2.21,10.01,1.24,771.11,0
4809,752.42,0.16,1.35,10.59,1.07,507.88,4
4810,829.06,0.15,1.42,8.61,1.35,588.63,4
4811,1001.44,0.31,2.51,7.88,1.01,1256.81,4
4812,631.48,0.33,2.03,8.58,1.27,640.95,2
4813,828.09,0.36,2.42,8.66,1.2,1001.99,5
4814,659.48,0.29,1.84,9.35,1.05,606.72,3
4815,898.01,0.25,2.13,9.38,1.2,956.38,4
4816,856.05,0.34,1.01,10.26,1.15,432.31,3
4817,904.09,0.1,2.21,7.88,1.32,999.02,4
4818,819.39,0.22,1.62,8.31,1.24,663.71,4
4819,827.28,0.46,1.81,7.62,1.25,748.69,5
4820,619.91,0.33,1.36,7.79,1.2,421.54,2
4821,874.84,0.28,0.41,8.46,1.23,179.34,1
4822,777.46,0.34,1.94,8.34,1.11,754.14,4
4823,872.88,0.37,1.69,8.43,1.2,737.58,5
4824,759.64,0.17,1.51,7.94,1.25,573.53,5
4825,671.37,0.28,2.87,7.4,1.06,963.42,3
4826,729.34,0.15,1.86,6.58,1.18,678.29,3
4827,767.76,0.48,1.62,7.73,1.06,621.89,2
4828,798.15,0.35,2.5,5.14,1.25,997.69,1
4829,758.38,0.18,1.73,5.95,1.31,656.0,1
4830,806.17,0.39,1.81,6.17,1.13,729.58,2
4831,684.74,0.41,2.79,6.47,1.08,955.21,3
4832,752.18,0.39,2.42,8.07,1.21,910.14,2
4833,812.24,0.16,2.09,7.1,1.18,848.79,5
4834,767.59,0.13,2.48,8.65,1.13,951.81,3
4835,915.3,0.31,1.66,7.53,1.35,759.7,1
4836,837.57,0.12,1.45,7.5,1.05,607.24,1
4837,799.96,0.26,2.04,6.9,1.36,815.96,2
4838,825.69,0.19,2.54,7.87,1.28,1048.63,4
4839,604.93,0.28,2.37,7.06,1.21,716.84,2
4840,709.77,0.38,1.66,8.08,0.97,589.11,4
4841,681.09,0.38,2.08,9.85,1.09,708.33,4
4842,744.16,0.37,2.15,9.3,1.37,799.97,1
4843,646.06,0.16,2.48,10.95,1.25,801.11,2
4844,674.05,0.2,1.62,11.17,1.2,545.98,4
4845,791.39,0.44,1.32,10.73,1.35,522.32,5
4846,775.59,0.45,2.5,11.3,1.24,969.49,4
4847,848.17,0.46,2.15,11.04,1.15,911.78,2
4848,769.08,0.11,2.23,12.26,1.13,857.52,3
4849,904.5,0.46,2.42,12.85,1.11,1094.44,4
4850,881.04,0.34,1.27,13.42,1.25,559.46,4
4851,721.2,0.3,1.69,13.04,1.18,609.41,1
4852,652.5,0.16,1.92,13.52,1.17,626.4,5
4853,699.83,0.2,1.95,11.15,1.31,682.33,1
4854,669.22,0.1,2.38,10.21,1.21,796.37,5
4855,805.17,0.4,1.5,9.43,1.3,603.88,5
4856,725.08,0.46,2.15,9.8,1.27,779.46,3
4857,781.02,0.37,2.01,11.23,1.17,784.93,1
4858,906.76,0.13,1.48,12.19,1.22,671.0,5
4859,935.64,0.25,1.64,12.64,1.15,767.22,1
4860,532.17,0.34,2.04,11.91,1.28,542.81,5
4861,674.62,0.42,1.6,10.87,1.31,539.7,1
4862,722.68,0.36,2.24,10.68,1.35,809.4,3
4863,994.95,0.49,1.69,11.2,1.16,840.73,0
4864,736.43,0.43,2.34,12.6,1.02,861.62,2
4865,873.79,0.32,2.82,9.79,1.4,1232.04,3
4866,806.11,0.33,1.73,9.94,1.12,697.29,3
4867,640.55,0.29,2.25,8.56,1.09,720.62,2
4868,807.64,0.43,2.89,8.15,1.24,1167.04,3
4869,858.44,0.21,2.35,8.38,1.23,1008.67,3
4870,917.66,0.49,2.15,9.53,1.41,986.48,3
4871,798.96,0.36,1.83,9.95,1.21,731.05,3
4872,787.36,0.23,1.76,11.04,0.98,692.88,4
4873,445.65,0.23,0.99,10.47,1.1,220.6,5
4874,779.3,0.47,1.86,11.77,1.35,724.75,1
4875,908.39,0.23,1.5,12.04,1.07,681.29,1
4876,1015.0,0.29,1.43,12.14,1.2,725.72,3
4877,891.19,0.22,1.78,11.9,1.14,793.16,2
4878,869.99,0.27,2.63,11.37,1.09,1144.04,3
4879,942.37,0.12,1.48,10.76,1.03,697.35,3
4880,768.33,0.42,1.91,10.17,1.31,733.76,1
4881,717.24,0.49,2.49,10.35,1.2,892.96,4
4882,487.72,0.26,2.09,11.63,1.44,509.67,1
4883,690.73,0.19,2.15,12.4,1.29,742.53,2
4884,880.24,0.41,2.4,15.76,1.19,1056.29,0
4885,784.84,0.5,2.65,15.48,1.22,1039.91,3
4886,752.71,0.3,2.79,15.62,1.03,1050.03,5
4887,677.13,0.31,1.84,14.89,1.23,622.96,1
4888,767.34,0.18,2.99,14.92,1.41,1147.17,1
4889,682.87,0.34,1.96,15.84,1.2,669.21,2
4890,809.32,0.25,1.8,15.87,0.97,728.39,5
4891,730.17,0.17,2.1,15.48,1.18,766.68,5
4892,836.96,0.47,1.85,14.81,1.13,774.19,0
4893,897.82,0.22,2.64,13.89,1.11,1185.12,1
4894,798.29,0.5,1.42,14.99,1.19,566.79,4
4895,735.73,0.29,1.48,13.38,1.01,544.44,0
4896,872.15,0.38,1.95,12.71,1.21,850.35,4
4897,935.61,0.3,1.92,11.68,1.19,898.19,5
4898,632.61,0.13,2.75,11.91,1.26,869.84,1
4899,796.34,0.1,3.3,14.79,1.26,1313.96,2
4900,850.39,0.11,2.01,15.41,1.29,854.64,2
4901,686.01,0.17,1.94,15.87,1.31,665.43,3
4902,984.79,0.11,2.66,15.74,1.08,1309.77,2
4903,805.38,0.26,1.76,15.79,1.26,708.73,5
4904,988.63,0.34,2.01,16.01,1.04,993.57,5
4905,650.71,0.18,2.63,17.63,1.07,855.68,1
4906,634.14,0.46,1.93,19.16,1.2,611.95,1
4907,905.45,0.22,2.78,18.38,1.13,1258.58,0
4908,696.97,0.42,1.75,17.83,1.25,609.85,1
4909,932.67,0.49,1.88,19.42,1.19,876.71,0
4910,783.3,0.11,2.18,17.58,1.26,853.8,5
4911,890.91,0.4,2.59,16.31,1.16,1153.73,2
4912,932.64,0.3,2.86,16.76,1.21,1333.68,5
4913,919.97,0.45,2.51,17.57,1.06,1154.56,4
4914,833.89,0.17,1.72,15.73,1.24,717.15,5
4915,840.94,0.31,2.36,16.51,1.19,992.31,5
4916,727.74,0.37,1.73,17.91,1.11,629.5,5
4917,768.3,0.38,2.58,19.06,1.16,991.11,3
4918,826.07,0.24,2.69,18.54,1.22,1111.06,0
4919,893.0,0.19,1.43,18.18,1.21,638.5,4
4920,782.86,0.32,1.42,18.56,1.23,555.83,0
4921,1023.16,0.42,1.94,17.87,1.37,992.47,4
4922,643.93,0.44,2.08,17.84,1.14,669.69,4
4923,801.58,0.18,2.67,18.5,1.3,1070.11,2
4924,880.91,0.48,2.43,18.31,1.2,1070.31,5
4925,741.6,0.47,1.78,18.56,1.24,660.02,2
4926,664.14,0.46,2.17,19.72,1.22,720.59,5
4927,749.96,0.5,2.06,19.6,1.19,772.46,4
4928,767.95,0.28,1.87,19.64,1.1,718.03,3
4929,705.93,0.18,2.39,19.67,1.13,843.59,0
4930,877.54,0.13,2.12,19.67,1.13,930.19,5
4931,803.4,0.28,2.64,20.65,1.21,1060.49,1
4932,752.66,0.12,2.74,22.48,1.37,1031.14,1
4933,873.39,0.33,2.08,23.09,1.27,908.33,4
4934,788.39,0.33,1.67,25.09,1.4,658.31,1
4935,818.26,0.25,2.54,25.78,1.1,1039.19,3
4936,630.3,0.47,1.75,24.08,1.22,551.51,5
4937,746.95,0.48,1.99,23.86,1.15,743.22,2
4938,832.31,0.25,2.16,25.5,1.17,898.89,1
4939,954.48,0.19,2.46,25.95,1.25,1174.01,2
4940,694.53,0.17,1.73,27.16,1.43,600.77,3
4941,639.9,0.19,2.14,26.22,1.27,684.69,2
4942,745.03,0.14,1.35,27.75,1.19,502.9,4
4943,733.56,0.29,1.87,27.94,1.19,685.88,2
4944,836.45,0.49,2.15,28.53,1.22,899.18,4
4945,680.92,0.44,1.29,29.47,1.02,439.19,2
4946,881.75,0.17,2.38,30.0,1.17,1049.28,5
4947,829.37,0.3,2.14,28.63,1.13,887.43,0
4948,827.45,0.37,2.13,28.4,1.12,881.23,4
4949,796.33,0.11,2.61,29.87,1.35,1039.21,5
4950,800.55,0.4,1.56,28.38,1.15,624.43,2
4951,882.09,0.38,0.86,28.06,0.99,379.3,1
4952,743.4,0.16,1.92,27.12,1.43,713.66,4
4953,817.62,0.44,1.5,27.77,1.21,613.22,1
4954,744.1,0.42,2.49,26.73,1.18,926.4,3
4955,579.47,0.14,2.3,25.67,1.17,666.39,4
4956,805.67,0.49,1.68,27.79,1.23,676.76,1
4957,830.75,0.2,2.09,27.15,1.16,868.13,0
4958,661.34,0.11,2.08,27.03,1.01,687.79,0
4959,808.43,0.28,1.0,25.44,1.06,404.22,3
4960,791.12,0.45,2.4,24.48,1.25,949.34,0
4961,668.03,0.38,2.25,24.28,1.21,751.53,5
4962,687.12,0.24,2.42,23.59,1.22,831.42,5
4963,768.26,0.19,2.02,23.22,1.11,775.94,3
4964,890.53,0.14,0.74,22.5,1.31,329.5,0
4965,713.76,0.17,2.56,22.75,1.3,913.61,4
4966,781.55,0.17,2.41,23.36,1.18,941.77,5
4967,926.55,0.49,1.91,22.72,1.18,884.86,2
4968,664.03,0.12,1.15,22.81,1.13,381.82,4
4969,952.87,0.43,1.8,22.58,1.18,857.58,1
4970,578.66,0.11,0.87,22.26,1.08,251.72,2
4971,808.52,0.24,2.14,20.91,1.17,865.12,2
4972,677.99,0.42,1.81,20.77,1.24,613.58,5
4973,726.94,0.33,2.09,20.49,1.07,759.65,0
4974,609.97,0.15,2.02,20.64,1.31,616.07,5
4975,846.86,0.39,2.76,20.75,1.25,1168.67,4
4976,750.07,0.23,2.09,21.96,1.35,783.82,1
4977,851.44,0.34,1.48,21.85,1.17,630.07,1
4978,732.51,0.47,2.2,21.11,1.2,805.76,5
4979,729.65,0.14,2.35,20.33,1.18,857.34,4
4980,671.51,0.18,2.0,22.17,1.3,671.51,3
4981,634.53,0.21,2.07,21.92,1.17,656.74,3
4982,718.0,0.15,1.74,21.44,1.21,624.66,0
4983,784.87,0.2,1.59,22.29,1.19,623.97,3
4984,810.69,0.25,2.99,21.12,1.02,1211.98,3
4985,824.53,0.39,2.3,21.61,1.12,948.21,5
4986,678.47,0.3,1.16,20.53,1.16,393.51,5
4987,669.49,0.14,1.52,19.99,0.98,508.81,3
4988,1000.58,0.23,0.48,19.07,1.2,240.14,1
4989,838.31,0.1,2.87,18.39,1.24,1202.97,2
4990,921.12,0.32,2.4,19.04,1.27,1105.34,2
4991,740.95,0.24,2.34,19.41,1.1,866.91,5
4992,768.5,0.18,2.05,18.98,1.07,787.71,2
4993,989.37,0.3,2.21,19.52,1.11,1093.25,0
4994,889.15,0.14,2.2,18.94,1.35,978.06,5
4995,816.76,0.32,1.82,18.1,1.0,743.25,5
4996,861.71,0.28,2.37,17.48,1.3,1021.13,3
4997,879.92,0.48,2.41,16.42,1.16,1060.3,0
4998,751.47,0.12,2.07,18.28,1.31,777.77,5
4999,677.38,0.5,1.17,18.98,1.26,396.27,0
5000,816.42,0.11,2.21,20.43,1.29,902.14,4
5001,1016.12,0.19,1.56,19.36,1.15,792.57,0
5002,934.08,0.24,1.84,19.15,1.29,859.35,1
5003,691.22,0.49,2.11,21.04,1.34,729.24,4
5004,834.96,0.43,2.81,19.31,1.14,1173.12,0
5005,806.69,0.35,1.62,20.34,1.03,653.42,0
5006,1009.61,0.27,2.24,19.05,1.32,1130.76,0
5007,887.97,0.16,2.55,18.65,1.26,1132.16,3
5008,739.21,0.14,2.2,19.57,1.14,813.13,3
5009,816.87,0.26,3.18,17.94,1.22,1298.82,0
5010,828.21,0.19,1.69,19.29,0.98,699.84,5
5011,814.5,0.46,1.68,18.51,1.35,684.18,2
5012,619.75,0.4,3.2,17.78,1.23,991.6,4
5013,721.33,0.19,1.88,18.35,1.27,678.05,4
5014,1029.77,0.29,1.51,16.4,1.09,777.48,1
5015,677.49,0.47,2.45,19.18,1.34,829.93,1
5016,719.39,0.16,2.27,18.85,1.25,816.51,1
5017,936.25,0.33,2.98,18.4,1.25,1395.01,5
5018,699.41,0.35,1.22,17.7,1.04,426.64,0
5019,710.86,0.1,1.07,17.38,1.32,380.31,4
5020,802.0,0.33,1.74,17.09,1.42,697.74,4
5021,1043.94,0.5,1.57,20.83,1.32,819.49,5
5022,721.51,0.45,1.57,21.33,1.16,566.39,3
5023,963.29,0.4,1.25,21.64,1.23,602.06,5
5024,850.42,0.31,1.69,21.76,1.25,718.6,0
5025,758.43,0.31,2.88,20.53,1.24,1092.14,3
5026,643.08,0.33,1.54,18.87,1.18,495.17,1
5027,665.18,0.19,1.57,19.32,1.21,522.17,4
5028,900.21,0.17,1.85,20.21,1.1,832.69,4
5029,804.04,0.25,1.79,19.93,1.18,719.62,0
5030,785.47,0.32,1.5,19.9,1.1,589.1,0
5031,833.27,0.13,2.69,17.98,1.06,1120.75,1
5032,713.45,0.48,1.5,18.07,1.29,535.09,4
5033,732.62,0.16,2.33,17.85,1.07,853.5,1
5034,787.1,0.49,2.36,16.8,1.04,928.78,2
5035,845.12,0.35,1.88,17.18,1.27,794.41,2
5036,865.25,0.25,2.33,17.58,1.06,1008.02,0
5037,1050.98,0.2,2.34,19.73,1.18,1229.65,1
5038,882.81,0.25,2.31,21.55,1.22,1019.65,5
5039,564.42,0.39,1.77,20.52,1.17,499.51,2
5040,819.69,0.31,2.09,19.52,1.12,856.58,5
5041,798.44,0.18,2.81,18.73,1.2,1121.81,0
5042,745.68,0.38,1.91,18.49,1.18,712.12,2
5043,645.71,0.29,1.2,18.27,1.22,387.43,1
5044,918.51,0.32,1.14,17.45,1.15,523.55,0
5045,661.26,0.31,1.86,16.61,1.24,614.97,2
5046,808.26,0.32,1.82,15.87,1.07,735.52,4
5047,726.67,0.24,1.38,16.24,1.11,501.4,0
5048,577.47,0.38,2.65,16.0,1.24,765.15,2
5049,917.34,0.41,2.73,17.6,1.29,1252.17,2
5050,784.21,0.2,2.64,17.14,1.27,1035.16,4
5051,848.2,0.14,2.2,17.62,1.22,933.02,1
5052,828.62,0.2,2.34,18.46,1.36,969.49,5
5053,742.98,0.35,1.33,17.18,1.12,494.08,2
5054,791.28,0.38,2.76,16.46,1.12,1091.97,0
5055,847.08,0.33,2.15,16.61,1.18,910.61,5
5056,863.13,0.3,1.71,18.27,1.24,737.98,2
5057,810.15,0.3,1.95,20.01,1.17,789.9,1
5058,918.54,0.16,2.52,19.63,1.11,1157.36,1
5059,652.07,0.2,2.7,20.67,1.1,880.29,4
5060,897.34,0.49,2.08,20.33,1.4,933.23,2
5061,742.04,0.48,1.35,21.22,1.22,500.88,2
5062,937.34,0.23,1.6,21.9,1.31,749.87,0
5063,815.85,0.26,2.75,22.76,1.19,1121.79,3
5064,889.95,0.12,2.56,23.89,1.21,1139.14,1
5065,694.94,0.4,1.55,25.24,1.01,538.58,2
5066,893.41,0.44,1.94,24.88,1.19,866.61,0
5067,705.1,0.22,1.93,25.8,1.22,680.42,2
5068,885.68,0.33,2.6,27.45,1.44,1151.38,1
5069,906.43,0.38,1.53,27.35,1.21,693.42,4
5070,751.78,0.12,1.6,27.06,1.32,601.42,0
5071,884.78,0.39,2.24,26.65,1.18,990.95,4
5072,746.49,0.47,1.5,26.17,1.41,559.87,0
5073,859.49,0.1,1.55,27.12,1.13,666.1,0
5074,930.22,0.31,1.74,26.06,1.07,809.29,0
5075,707.45,0.27,1.59,25.06,1.37,562.42,3
5076,700.11,0.25,2.3,24.93,1.23,805.13,1
5077,806.87,0.5,2.35,25.82,1.2,948.07,5
5078,773.42,0.25,2.21,26.52,1.11,854.63,2
5079,823.37,0.24,1.36,25.7,1.24,559.89,3
5080,926.2,0.21,2.41,25.77,1.24,1116.07,1
5081,722.77,0.26,1.4,24.93,1.33,505.94,5
5082,867.03,0.27,2.23,25.35,1.2,966.74,3
5083,892.32,0.34,2.49,25.97,1.27,1110.94,0
5084,1012.52,0.49,2.01,24.99,1.16,1017.58,1
5085,822.08,0.41,1.81,24.95,1.2,743.98,2
5086,748.88,0.42,1.26,23.81,1.3,471.79,1
5087,818.08,0.36,2.63,23.25,1.16,1075.78,4
5088,726.52,0.16,1.52,26.09,1.36,552.16,4
5089,748.63,0.19,2.05,28.4,1.26,767.35,3
5090,799.84,0.35,2.38,29.78,1.25,951.81,2
5091,759.85,0.3,1.12,29.8,1.12,425.52,2
5092,918.47,0.11,1.54,28.02,1.31,707.22,3
5093,955.5,0.12,2.35,28.89,1.12,1122.71,3
5094,646.36,0.2,1.88,29.37,1.21,607.58,2
5095,757.27,0.41,1.53,29.68,1.13,579.31,4
5096,798.45,0.34,2.0,30.43,1.25,798.45,1
5097,962.56,0.13,2.02,29.34,1.25,972.19,1
5098,681.52,0.15,2.4,30.82,1.4,817.82,0
5099,771.61,0.1,2.14,30.48,1.2,825.62,3
5100,887.14,0.41,1.39,31.58,1.31,616.56,5
5101,763.4,0.47,1.03,32.53,1.27,393.15,0
5102,759.54,0.3,1.56,33.36,1.13,592.44,5
5103,903.69,0.45,1.77,31.76,1.17,799.77,4
5104,727.09,0.15,1.88,32.58,0.93,683.46,5
5105,897.96,0.36,2.45,32.54,1.26,1100.0,2
5106,738.45,0.32,1.76,33.11,1.2,649.84,2
5107,868.25,0.14,2.11,33.52,1.33,916.0,1
5108,913.67,0.25,2.18,33.22,1.08,995.9,4
5109,916.2,0.28,2.02,34.46,1.18,925.36,5
5110,782.1,0.21,2.09,35.73,1.16,817.29,2
5111,803.46,0.34,1.88,33.77,1.12,755.25,5
5112,791.19,0.12,2.31,35.18,1.24,913.82,3
5113,867.42,0.22,1.47,34.76,1.14,637.55,3
5114,800.47,0.46,0.9,35.88,1.23,360.21,2
5115,881.44,0.13,1.96,36.47,1.29,863.81,2
5116,904.21,0.38,3.13,38.78,1.3,1415.09,3
5117,911.97,0.25,1.93,36.93,1.36,880.05,3
5118,844.07,0.24,1.86,38.1,1.22,784.99,1
5119,818.75,0.13,2.09,38.74,1.05,855.59,5
5120,954.89,0.48,2.41,38.9,1.16,1150.64,1
5121,796.84,0.39,1.74,38.85,1.14,693.25,1
5122,841.27,0.44,1.66,39.54,1.08,698.25,3
5123,694.24,0.13,2.61,39.03,1.14,905.98,2
5124,844.43,0.45,2.31,40.09,1.21,975.32,2
5125,867.82,0.26,1.3,41.31,1.27,564.08,1
5126,732.67,0.3,1.69,40.95,1.17,619.11,4
5127,891.43,0.35,2.4,40.53,1.28,1069.72,0
5128,584.66,0.3,1.94,39.39,1.06,567.12,0
5129,631.87,0.2,1.87,38.91,1.42,590.8,1
