machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
5477,107.88,216.83,51.82,31.53,93.61,20.39,2856.41,2
5478,106.61,211.47,50.25,27.19,120.06,18.01,3468.31,0
5479,105.93,184.4,56.02,30.21,112.21,23.44,3113.11,3
5480,87.98,192.55,47.34,29.08,104.31,18.04,2903.04,2
5481,95.41,215.03,46.8,36.78,90.72,21.38,2671.25,0
5482,102.62,189.67,53.05,25.35,95.66,20.13,2865.91,1
5483,113.91,191.67,48.85,24.24,87.13,18.89,3362.91,3
5484,90.52,196.4,49.35,23.54,107.85,19.3,2765.58,0
5485,80.68,206.67,52.34,24.95,93.38,20.58,2852.92,3
5486,107.16,185.91,46.96,33.8,62.94,19.66,2642.29,5
5487,107.04,200.37,48.39,32.78,60.51,16.55,2886.1,5
5488,97.32,185.07,44.6,34.49,98.79,19.57,3371.09,1
5489,89.32,212.79,52.9,34.4,53.3,17.34,2731.8,1
5490,71.55,203.17,44.69,31.32,53.03,19.9,3410.12,5
5491,99.42,217.68,47.15,26.95,94.64,20.09,3133.47,3
5492,103.17,192.07,44.94,28.84,71.3,19.39,2910.64,4
5493,93.16,192.66,52.74,27.04,71.13,21.28,3192.45,2
5494,97.87,208.7,52.15,29.38,110.32,22.52,2980.06,4
5495,88.32,187.99,48.9,31.84,141.82,18.24,2980.27,3
5496,95.93,214.16,47.63,31.85,120.27,19.2,2573.48,5
5497,96.66,195.91,52.84,28.9,87.99,17.93,2865.13,2
5498,90.7,188.75,47.1,28.79,131.2,21.33,2833.85,0
5499,95.15,192.58,53.54,22.49,139.31,20.68,2821.26,2
5500,91.39,218.22,47.41,28.49,115.49,21.27,2691.86,1
5501,108.84,206.31,46.35,27.77,131.97,19.01,2605.26,1
5502,104.91,205.71,54.35,27.65,63.67,16.59,3400.21,1
5503,89.82,219.37,51.67,32.55,107.18,18.24,2756.02,5
5504,86.48,188.52,48.48,28.52,104.01,20.13,2972.41,2
5505,108.78,200.18,46.78,27.38,90.6,21.27,2836.76,3
5506,107.29,191.52,50.68,25.39,99.02,19.93,2780.21,1
5507,96.35,197.33,40.34,30.28,112.12,20.86,3024.83,3
5508,88.01,213.96,52.86,34.01,119.93,18.44,2900.32,0
5509,85.34,198.95,39.52,25.48,72.79,17.85,2923.45,4
5510,93.1,194.62,52.45,30.26,148.93,18.37,3096.82,4
5511,99.03,194.29,51.29,29.69,126.09,20.04,3069.71,5
5512,95.46,187.76,57.01,31.86,141.21,24.15,3107.36,0
5513,106.45,181.59,45.72,26.31,146.23,16.82,2771.28,1
5514,94.89,186.21,52.9,27.85,131.7,21.2,2920.31,2
5515,96.42,193.64,52.52,33.34,92.47,17.9,2962.09,2
5516,121.93,197.39,48.85,30.74,146.33,18.19,3189.01,0
5517,94.35,200.86,43.89,27.5,128.99,20.84,3271.03,2
5518,102.94,196.03,44.72,29.38,87.66,20.62,2670.11,5
5519,91.95,211.57,41.45,23.19,73.66,20.13,2829.47,1
5520,110.28,194.46,44.21,33.79,139.2,21.89,3047.08,2
5521,90.86,201.14,50.13,29.37,89.62,19.13,3078.81,0
5522,100.06,196.76,44.28,29.66,132.53,17.42,2740.05,4
5523,100.45,181.71,45.36,30.81,97.87,21.42,2874.43,0
5524,113.6,213.05,45.95,30.6,89.86,16.14,3025.83,5
5525,89.15,180.19,57.01,24.28,71.13,17.08,3242.28,0
5526,98.27,189.62,48.63,27.74,122.71,22.27,3055.07,0
5527,85.86,197.05,51.73,29.19,118.0,15.51,2833.72,2
5528,112.91,217.63,52.61,32.07,105.74,22.92,2950.15,5
5529,110.97,187.76,50.04,29.32,120.97,18.03,3170.77,2
5530,107.64,196.2,56.79,29.58,131.7,20.35,3125.91,4
5531,88.45,188.32,62.27,29.0,76.77,17.39,2970.48,4
5532,112.53,181.82,35.97,29.01,98.7,19.29,3085.51,0
5533,103.63,200.55,54.46,30.39,82.35,20.07,3040.51,3
5534,115.93,187.95,50.25,28.42,120.93,20.05,2921.55,5
5535,102.17,199.58,52.68,28.81,73.29,17.73,2891.99,1
5536,111.0,201.48,46.58,26.04,92.17,20.31,3050.1,0
5537,97.42,198.63,58.17,35.64,92.58,23.04,2673.43,1
5538,103.69,207.95,48.28,29.85,61.5,22.62,2885.57,5
5539,98.22,196.1,52.12,28.98,68.72,20.09,2759.95,2
5540,92.77,193.7,46.43,31.19,75.52,17.32,2953.44,2
5541,107.18,189.84,48.31,26.11,88.0,21.1,2955.46,3
5542,108.24,190.95,52.39,38.66,102.94,18.96,3137.6,1
5543,70.15,193.62,49.81,29.0,64.85,18.9,3230.06,5
5544,76.0,200.34,50.56,27.85,64.18,16.5,2918.48,5
5545,117.98,210.5,43.46,28.83,57.65,17.58,3061.87,2
5546,115.09,218.77,54.64,29.99,56.94,22.1,2920.54,3
5547,101.88,189.57,47.97,28.84,138.04,17.63,3243.27,1
5548,100.04,202.38,46.76,32.67,114.4,15.77,3064.09,5
5549,112.48,197.01,55.9,33.49,110.52,15.72,2859.83,1
5550,99.31,189.16,54.24,31.69,147.34,21.0,3216.48,5
5551,116.45,193.47,52.75,27.19,90.12,21.92,3140.93,1
5552,110.37,195.51,52.72,28.05,140.28,17.69,3449.4,1
5553,107.71,215.22,48.17,31.6,65.54,20.72,3021.67,5
5554,94.7,191.82,48.61,26.8,125.01,18.15,2959.89,2
5555,107.8,201.53,53.65,27.78,89.31,21.53,2913.06,1
5556,88.51,215.17,58.65,37.0,80.82,19.9,3328.99,4
5557,107.15,184.52,52.15,24.03,130.3,19.01,2882.46,4
5558,99.55,215.17,49.36,26.01,99.51,19.89,2986.73,5
5559,88.08,214.07,43.52,30.84,143.85,14.9,2992.86,2
5560,88.31,210.72,51.06,31.34,134.54,19.68,2914.9,4
5561,101.43,215.86,55.93,28.18,110.79,20.52,3303.22,0
5562,96.34,192.72,54.82,26.65,126.24,21.69,2686.78,5
5563,105.02,186.96,50.19,23.59,126.04,24.11,2918.63,3
5564,102.76,188.22,49.58,28.45,70.34,22.83,2976.47,0
5565,90.44,211.45,55.81,26.84,81.49,21.69,3124.42,4
5566,98.46,197.77,42.96,31.1,63.85,22.26,2848.97,4
5567,106.56,197.59,43.93,26.92,81.16,20.88,2884.33,3
5568,102.4,186.59,44.27,30.82,139.15,19.25,2940.51,5
5569,99.19,219.99,44.87,28.44,106.53,21.74,3353.79,0
5570,110.36,194.35,47.51,31.01,62.24,17.22,3176.01,4
5571,111.8,185.14,53.33,33.81,128.14,20.11,3171.19,4
5572,108.2,217.05,50.93,28.65,141.87,21.73,3067.44,1
5573,88.57,191.67,52.55,29.05,79.15,19.27,2973.8,1
5574,97.43,186.6,49.4,31.97,144.37,18.98,2653.1,4
5575,103.96,186.37,48.62,25.39,88.86,17.05,2969.39,1
5576,82.38,192.74,46.96,32.89,128.4,21.96,2945.22,1
5577,104.79,219.73,52.44,26.64,103.09,18.92,3134.31,5
5578,97.01,213.17,48.03,31.25,135.64,22.94,2701.42,5
5579,116.39,218.89,49.7,29.62,80.74,18.44,2913.34,1
5580,106.05,217.85,39.14,33.21,50.5,18.5,2914.23,5
5581,101.21,192.46,46.4,25.23,139.18,17.28,2978.37,5
5582,104.36,205.21,51.34,31.94,135.06,18.81,3028.88,5
5583,93.67,207.53,58.15,30.53,100.99,16.73,2920.54,2
5584,107.73,206.35,52.28,30.89,59.95,23.59,3123.51,0
5585,118.57,217.95,55.4,28.29,59.84,17.08,3017.5,1
5586,120.02,212.82,49.97,26.2,69.91,20.04,3135.57,5
5587,101.37,199.82,46.33,29.1,50.33,17.55,3000.41,0
5588,95.54,215.67,53.14,29.0,123.43,18.57,2938.83,1
5589,114.09,213.98,45.54,34.82,101.66,19.55,2997.17,1
5590,100.0,206.12,43.51,29.74,108.39,21.44,2983.12,5
5591,101.08,197.54,48.71,21.7,140.52,17.28,3258.26,2
5592,92.62,191.46,49.81,29.31,50.02,18.18,3163.2,2
5593,112.32,219.42,42.95,31.24,107.25,22.21,2962.0,3
5594,78.26,194.27,47.0,29.73,127.37,17.2,3024.3,1
5595,79.79,201.08,50.2,26.53,66.77,17.52,3376.15,0
5596,93.49,217.77,49.96,30.69,84.31,19.9,3098.45,3
5597,98.59,196.07,51.25,29.07,123.45,17.78,3013.82,5
5598,90.67,195.34,40.63,28.94,81.38,24.18,3223.57,5
5599,91.77,207.98,51.98,32.26,91.57,23.21,2754.83,1
5600,104.29,187.67,43.27,32.39,83.1,20.66,3120.01,2
5601,117.1,180.33,50.73,28.79,65.16,22.67,3169.68,1
5602,84.44,213.03,45.4,31.73,141.46,18.51,3166.17,3
5603,105.91,206.98,46.24,32.16,89.37,15.61,3033.39,3
5604,103.61,187.62,46.13,27.71,73.68,25.51,2785.15,1
5605,113.48,182.17,56.03,30.87,118.27,18.81,3074.58,2
5606,90.23,207.94,56.09,25.59,133.66,16.66,3269.26,4
5607,89.3,192.5,49.7,31.51,125.81,20.77,3146.61,4
5608,93.01,203.17,42.49,32.66,128.32,15.44,2981.09,5
5609,91.63,197.51,40.96,31.88,122.27,17.15,2660.5,5
5610,96.99,216.77,45.42,26.76,62.41,20.49,3360.09,5
5611,106.82,204.03,46.04,28.44,126.72,18.92,3292.34,1
5612,95.01,199.21,51.39,26.79,63.48,21.85,2687.82,4
5613,95.39,190.34,43.91,32.64,114.91,19.8,2971.18,5
5614,112.07,203.47,58.31,30.52,136.53,21.29,3024.86,2
5615,87.17,208.59,53.57,31.34,53.21,18.29,2967.38,0
5616,97.2,185.36,46.27,31.09,75.7,20.36,2584.95,0
5617,92.15,203.8,54.12,31.25,91.46,18.58,2875.75,5
5618,82.59,182.76,48.44,29.36,112.28,19.98,3294.65,1
5619,98.05,213.8,54.97,30.65,117.36,18.73,2834.22,2
5620,94.79,211.11,52.34,25.22,77.19,21.19,3071.39,3
5621,97.68,212.35,38.63,29.08,143.96,22.32,3275.34,4
5622,99.98,216.11,55.01,32.61,133.74,19.2,2996.9,0
5623,85.49,190.01,51.06,34.13,119.62,21.38,3265.69,3
5624,96.81,210.66,50.73,29.78,120.94,19.49,2803.89,2
5625,93.13,190.9,46.25,31.17,126.25,19.73,2870.37,3
5626,92.15,214.78,51.83,32.99,94.79,21.14,3050.35,3
5627,102.51,205.71,54.23,34.42,124.52,19.79,3522.03,3
5628,87.73,180.29,57.1,27.6,98.11,23.3,2831.64,5
5629,94.64,219.86,39.84,29.98,77.34,17.82,3256.36,0
5630,92.63,209.37,46.68,30.5,109.64,21.9,3312.97,2
5631,100.38,194.85,46.64,33.63,128.8,23.15,3007.48,2
5632,120.39,209.26,49.96,28.67,99.97,19.15,3136.39,3
5633,96.81,203.27,47.24,32.16,62.3,23.47,3183.07,0
5634,104.73,193.23,54.5,30.4,135.56,18.17,3064.42,3
5635,100.14,187.14,49.3,30.26,147.46,21.37,3196.08,3
5636,87.58,187.3,52.24,32.27,99.73,22.17,2777.68,3
5637,89.2,205.33,50.49,34.72,138.68,20.78,3264.25,1
5638,109.28,190.42,53.44,31.22,76.09,21.95,2920.17,0
5639,97.86,204.8,50.14,31.53,107.17,18.38,2992.53,2
5640,92.04,185.44,53.56,26.05,143.82,21.34,2567.59,0
5641,101.53,216.21,48.09,27.3,94.88,20.89,2985.16,3
5642,89.63,206.78,49.06,34.02,139.43,21.17,3186.95,0
5643,103.27,192.2,59.16,33.56,61.87,20.13,3204.4,0
5644,96.67,188.88,54.18,27.89,87.17,18.29,3272.03,5
5645,100.74,189.28,48.95,29.09,65.55,18.76,3290.16,1
5646,83.0,200.94,55.0,29.24,73.51,18.21,2992.75,5
5647,102.02,207.45,54.37,28.2,91.26,15.99,2774.07,2
5648,114.86,204.36,56.61,32.78,61.19,20.19,2945.87,5
5649,111.62,211.14,48.85,30.35,95.69,26.61,3487.13,5
5650,100.94,182.24,45.18,27.32,126.32,19.53,2958.08,3
5651,94.74,212.91,46.2,30.03,137.17,19.03,3082.67,3
5652,96.4,196.79,46.23,28.92,67.3,23.04,2866.07,5
5653,89.48,203.18,53.18,28.96,72.13,17.16,3385.64,1
5654,101.7,214.64,46.81,27.98,60.72,22.77,2838.29,5
5655,87.79,190.26,53.08,32.68,60.51,18.65,2864.95,5
5656,88.12,201.72,43.25,37.05,113.69,18.09,2780.15,4
5657,98.56,183.9,58.99,29.02,57.6,20.17,2515.5,0
5658,105.2,191.32,40.43,23.64,76.36,20.84,3076.1,4
5659,106.58,190.93,47.65,29.38,83.2,17.81,2688.8,3
5660,99.55,217.37,47.74,27.6,105.84,20.73,3219.16,5
5661,105.08,180.97,42.68,31.48,112.99,20.55,2820.71,1
5662,109.69,195.7,40.48,28.03,111.07,18.17,3200.33,2
5663,93.66,214.73,52.37,34.22,92.18,21.49,2832.49,3
5664,95.98,191.51,52.93,21.2,134.89,18.4,2887.69,0
5665,90.52,191.42,52.11,39.02,54.51,18.73,2846.67,1
5666,95.37,210.93,43.05,25.86,127.09,19.85,3016.67,3
5667,110.84,211.49,48.6,28.3,77.44,20.89,2935.0,5
5668,87.29,210.56,48.94,25.12,145.53,18.0,3079.85,2
5669,120.25,200.57,47.12,34.66,87.5,18.62,2521.97,0
5670,85.94,219.85,43.9,34.97,89.8,20.57,3217.31,5
5671,102.81,193.27,46.93,31.16,114.85,20.53,3161.4,0
5672,111.12,193.46,50.88,32.83,78.62,20.52,2838.98,1
5673,112.63,201.43,47.21,32.87,141.97,22.23,3206.39,2
5674,99.89,192.73,54.25,25.71,77.41,17.62,3185.25,1
5675,117.27,215.78,50.93,24.1,106.68,18.75,3171.17,2
5676,99.62,215.83,53.56,28.91,125.5,18.62,2946.27,2
5677,114.97,212.46,46.11,32.14,67.23,16.08,3229.09,3
5678,106.32,205.64,49.33,28.42,123.11,19.84,2717.49,1
5679,107.47,206.74,48.04,28.99,51.38,19.31,2947.09,1
5680,97.74,211.95,46.87,30.75,100.07,21.92,2965.3,0
5681,103.89,184.87,52.36,31.02,77.12,22.8,3127.37,2
5682,107.07,217.94,50.22,22.6,60.11,19.23,2981.92,3
5683,100.08,187.83,52.97,33.45,125.42,19.63,2954.66,2
5684,82.81,196.3,50.09,27.07,72.06,22.2,3260.61,2
5685,97.41,214.42,51.78,35.17,140.09,20.94,2959.24,3
5686,98.16,194.58,48.17,33.4,142.62,17.94,3156.5,0
5687,93.16,207.27,51.78,30.29,148.13,18.48,3099.77,2
5688,126.14,219.56,46.21,34.35,122.05,21.34,2936.05,4
5689,96.64,196.57,44.28,29.54,102.01,19.05,2996.21,2
5690,84.09,182.92,45.08,31.53,144.65,18.47,2920.74,0
5691,100.71,180.2,53.48,27.13,60.81,21.41,2673.14,1
5692,88.67,211.6,47.03,32.56,72.02,18.05,2366.13,1
5693,99.69,217.92,43.2,22.64,119.9,24.21,3136.84,0
5694,103.79,215.27,42.76,28.53,103.15,18.78,3044.85,3
5695,83.39,193.82,40.28,30.85,87.29,18.47,2951.25,1
5696,83.66,183.95,59.16,25.82,86.25,16.85,3136.12,0
5697,103.09,183.93,50.55,35.57,77.65,25.39,3077.53,5
5698,112.28,209.65,51.54,30.07,59.33,22.85,2727.24,1
5699,98.53,184.05,47.32,23.66,102.47,20.3,2905.38,2
5700,89.86,209.4,41.88,34.17,93.21,18.36,2488.39,2
5701,104.22,193.53,50.16,32.23,129.39,16.93,2874.8,3
5702,91.01,207.51,52.43,30.19,63.66,21.24,3161.07,3
5703,92.79,181.91,52.5,27.57,113.15,19.66,2750.8,5
5704,116.52,213.89,49.21,34.91,139.01,20.28,3134.21,5
5705,100.1,192.93,57.33,31.31,107.34,21.15,3167.18,1
5706,101.47,210.97,45.59,29.82,88.8,21.74,3103.39,1
5707,104.46,188.39,50.36,30.64,107.19,17.5,3118.01,3
5708,103.38,211.97,51.18,27.54,65.28,22.2,2768.89,3
5709,93.97,194.07,57.89,34.18,144.05,19.91,3200.12,4
5710,106.3,189.79,53.03,30.4,144.38,21.92,2942.74,2
5711,93.83,207.1,45.98,31.54,80.65,20.65,2928.62,3
5712,106.42,211.46,50.96,29.94,62.95,16.57,3132.25,0
5713,88.42,181.48,48.86,39.34,52.78,19.83,3341.59,5
5714,102.9,208.16,57.83,31.16,92.3,19.47,2726.93,2
5715,93.18,182.18,47.19,31.54,77.78,19.78,3408.49,1
5716,116.81,204.74,42.96,30.13,77.97,18.65,3209.52,5
5717,81.02,209.08,52.74,29.17,65.21,17.75,2842.44,2
5718,96.77,218.09,51.55,27.08,101.36,18.43,3212.51,3
5719,99.1,205.64,54.57,27.49,74.44,18.2,3291.91,1
5720,110.92,202.22,53.32,28.68,67.76,20.24,3112.2,2
5721,105.35,189.98,55.22,29.27,80.25,16.25,3017.6,2
5722,105.34,185.03,43.44,24.81,86.01,20.18,3180.43,2
5723,79.09,213.15,39.94,30.85,142.49,21.25,2954.75,1
5724,110.47,195.18,41.06,28.03,90.67,23.42,2907.62,0
5725,111.24,199.36,56.53,32.12,94.16,18.65,3107.46,0
5726,111.62,202.85,61.04,30.8,120.52,21.4,3188.68,5
5727,105.57,204.79,46.82,25.63,84.79,22.72,2706.58,5
5728,93.29,213.65,44.65,30.65,146.2,19.31,3005.46,5
5729,95.09,212.64,54.85,30.85,112.23,21.48,2902.08,1
5730,90.65,181.04,49.46,32.24,110.25,18.18,2874.68,2
5731,102.02,209.82,56.24,30.75,78.95,17.85,2949.38,3
5732,110.43,217.75,47.33,31.29,74.1,24.03,2890.65,1
5733,102.61,182.06,48.73,33.08,79.76,18.49,2983.81,4
5734,98.5,219.67,57.55,28.83,57.98,21.28,2774.85,4
5735,106.69,184.53,50.71,28.2,86.38,19.0,3079.91,0
5736,119.69,217.35,49.27,26.78,85.26,19.69,3164.93,1
5737,94.3,191.99,47.82,33.46,81.15,17.92,3307.16,4
5738,102.42,182.7,52.91,31.37,144.13,20.75,2839.87,4
5739,100.37,215.36,50.18,28.32,111.54,19.6,2915.94,1
5740,77.15,210.25,53.02,31.24,138.35,17.73,3112.07,0
5741,115.35,185.57,53.25,31.28,50.42,23.27,2924.58,2
5742,112.91,191.68,48.54,28.53,113.87,20.87,2747.95,1
5743,104.51,207.56,46.12,33.07,94.19,21.61,2983.38,4
5744,102.48,186.96,53.4,26.84,101.83,20.04,2935.3,0
5745,103.44,196.83,52.84,27.52,83.88,19.19,3285.49,5
5746,100.49,182.39,48.15,28.13,102.57,21.42,2945.92,0
5747,99.11,202.21,46.92,32.98,94.53,22.69,3239.31,5
5748,89.98,212.13,48.92,28.5,81.23,17.64,3066.9,3
5749,102.75,188.92,52.04,32.31,106.78,18.23,2852.41,1
5750,95.49,180.48,52.71,30.81,56.12,19.11,2642.1,1
5751,101.05,199.2,40.41,24.34,148.2,22.81,2932.63,2
5752,113.9,192.05,36.85,28.36,65.84,20.64,2805.31,3
5753,92.82,216.83,51.44,29.0,114.91,17.03,2998.6,3
5754,98.88,215.87,37.83,30.29,99.58,24.48,2865.35,2
5755,84.06,211.65,47.9,31.47,66.03,25.22,2857.21,3
5756,104.2,204.99,54.8,33.83,131.09,21.45,2890.79,5
5757,102.04,192.98,50.34,24.32,98.94,18.78,2939.63,2
5758,96.35,205.09,41.82,35.51,51.54,16.27,2913.61,3
5759,92.77,200.36,43.99,28.72,52.58,19.67,3183.89,0
5760,113.65,192.05,59.57,25.91,107.69,21.04,3177.42,3
5761,100.55,212.0,60.06,26.09,129.54,20.29,3116.36,5
5762,86.45,201.88,57.0,26.73,142.0,20.33,3284.12,4
5763,101.37,192.25,45.4,34.11,105.29,20.85,3256.21,5
5764,98.01,192.84,47.35,28.57,147.0,20.61,2918.34,2
5765,105.65,204.72,51.27,29.59,108.26,20.23,2874.99,3
5766,99.71,211.03,51.05,33.16,114.16,18.75,3088.52,3
5767,103.28,214.38,43.38,25.27,129.27,19.04,2717.28,3
5768,93.52,211.61,46.38,31.36,119.87,20.89,2979.25,2
5769,106.3,181.19,49.05,36.87,77.5,22.45,3088.75,5
5770,108.43,201.77,56.28,28.96,128.62,19.17,2824.67,4
5771,122.33,211.64,48.74,34.67,59.2,20.87,2960.33,2
5772,81.33,202.86,50.89,27.29,129.9,18.86,2776.8,5
5773,94.11,192.96,45.75,30.19,86.7,18.19,3243.05,4
5774,101.54,207.08,47.93,31.6,86.76,20.88,3390.11,3
5775,91.19,213.24,49.25,31.98,54.08,20.48,2955.18,4
5776,103.38,184.65,55.99,25.76,68.65,24.27,3074.03,1
5777,99.66,213.33,59.91,32.82,148.41,21.61,3206.64,3
5778,87.22,199.55,55.39,27.78,67.18,18.52,2820.79,0
5779,100.37,188.13,51.57,28.07,111.77,21.71,3097.58,2
5780,81.45,189.37,44.27,29.26,94.26,23.8,3070.01,5
5781,98.18,208.39,52.11,30.39,79.69,21.0,2983.05,1
5782,91.05,219.74,43.78,28.76,59.24,20.5,3091.78,0
5783,105.63,188.69,47.65,31.98,144.21,22.8,3316.01,5
5784,84.1,199.21,41.76,31.17,132.06,23.7,3041.0,4
5785,118.36,215.02,46.8,28.18,100.31,22.08,2960.76,2
5786,104.02,182.56,42.65,29.52,143.73,21.36,3304.07,3
5787,98.03,195.73,51.19,36.95,72.05,19.82,2822.32,2
5788,105.5,200.13,57.04,30.68,121.11,24.34,3142.49,1
5789,114.88,192.49,49.95,30.83,126.56,18.72,3155.68,1
5790,100.82,209.19,43.34,28.07,124.34,16.85,2802.23,0
5791,100.31,217.78,49.55,27.22,127.94,19.1,2962.59,1
5792,99.47,200.82,49.3,34.68,128.87,18.87,2804.44,0
5793,97.34,186.6,50.46,30.49,145.57,21.39,2993.58,4
5794,90.84,201.71,47.14,29.83,93.96,18.23,3262.38,5
5795,96.52,180.18,46.99,30.25,63.58,21.21,3344.77,2
5796,101.56,182.71,49.91,30.05,83.7,21.25,3063.39,3
5797,100.24,194.45,53.72,27.98,93.34,21.34,3097.58,3
5798,100.08,213.74,51.61,34.25,111.06,22.94,2849.34,3
5799,91.64,182.06,54.59,29.41,90.2,22.63,3127.41,3
5800,91.3,216.79,45.58,30.19,147.41,16.75,2812.66,1
5801,109.11,180.45,34.75,26.83,103.7,21.97,3024.38,2
5802,94.91,214.72,47.99,28.24,68.11,18.39,2778.51,1
5803,75.9,203.65,52.02,30.65,87.81,18.91,3089.49,0
5804,102.62,201.36,49.88,28.08,64.34,22.43,2863.11,4
5805,91.84,190.61,52.55,35.03,105.26,20.37,3180.76,5
5806,112.33,209.11,47.35,25.17,67.51,19.35,3141.17,2
5807,101.54,191.95,50.27,28.98,89.57,21.59,3281.18,1
5808,107.55,207.4,47.1,27.52,50.04,19.76,3170.98,1
5809,98.64,192.83,50.84,26.53,86.15,22.05,3018.06,5
5810,82.7,183.63,51.2,25.59,115.48,20.27,3107.53,4
5811,82.23,180.41,48.34,38.17,117.8,18.33,2857.42,5
5812,94.1,196.88,52.75,26.26,142.64,21.95,3110.19,3
5813,111.29,209.0,50.45,28.25,69.86,21.56,2858.87,3
5814,106.06,203.35,43.97,31.43,86.39,23.07,2937.14,0
5815,91.66,217.78,51.31,31.04,87.67,19.73,3095.37,1
5816,80.31,213.34,52.24,27.12,50.82,20.35,3025.41,1
5817,107.37,209.46,49.34,33.17,75.77,24.59,3199.81,2
5818,104.6,209.06,65.74,34.48,59.65,24.41,2953.69,4
5819,91.75,214.21,57.38,33.05,115.97,19.57,3366.76,5
5820,107.04,207.61,57.02,28.3,123.12,17.0,3202.81,0
5821,120.15,190.26,46.27,33.6,53.41,21.76,3178.04,3
5822,88.02,200.14,54.71,32.95,100.93,18.8,2951.76,0
5823,105.58,209.65,55.25,35.15,75.29,19.91,3080.6,5
5824,101.13,198.77,47.27,31.11,74.42,19.88,3096.3,4
5825,104.87,199.82,47.61,29.49,56.88,17.82,2995.8,0
5826,78.3,195.41,51.49,32.85,62.27,19.88,2996.0,5
5827,116.28,203.6,43.69,28.31,80.34,23.59,2922.03,1
5828,85.58,203.0,52.13,28.06,91.45,21.61,3348.45,5
5829,105.99,203.94,44.94,31.14,118.39,19.08,3213.15,3
5830,99.54,216.92,41.03,29.11,128.38,19.72,2970.78,1
5831,99.9,185.51,45.83,27.71,102.0,20.6,2699.2,1
5832,118.7,190.03,44.72,26.67,103.21,21.93,3269.59,5
5833,83.43,195.09,50.62,33.13,107.04,22.72,2809.04,3
5834,99.53,193.28,44.77,34.52,90.94,21.52,2894.78,5
5835,94.73,186.01,40.39,37.73,77.47,17.81,3004.41,1
5836,87.08,217.97,41.2,32.49,131.37,21.0,3351.01,1
5837,90.78,192.35,53.94,32.42,109.56,22.16,2591.97,4
5838,89.46,199.21,42.79,31.05,117.63,19.7,2896.49,1
5839,96.55,191.2,43.39,34.03,91.63,16.99,2914.81,4
5840,85.81,201.97,58.89,32.83,107.27,21.77,2841.96,2
5841,95.93,216.87,51.9,30.09,126.57,21.91,3023.79,1
5842,84.94,211.62,50.98,26.26,94.14,19.16,2933.58,5
5843,92.13,205.55,52.87,25.6,146.21,18.66,3174.0,2
5844,106.06,187.93,47.72,32.49,128.9,22.01,2569.39,4
5845,102.66,210.74,50.49,28.39,66.93,21.43,3128.57,3
5846,93.3,200.69,49.61,35.46,99.51,25.1,2772.33,3
5847,98.84,193.07,54.17,27.21,131.72,21.01,2858.59,2
5848,89.49,210.24,47.97,30.21,95.91,21.07,3170.42,1
5849,108.51,185.01,47.41,27.76,110.99,19.34,2949.55,3
5850,101.13,189.17,50.92,30.89,107.97,18.44,3055.84,5
5851,99.15,194.84,49.73,32.56,84.78,21.18,3331.42,1
5852,112.32,212.31,41.33,29.91,64.76,20.81,2786.59,1
5853,101.5,197.41,58.87,30.47,146.66,17.53,3092.4,0
5854,101.82,217.04,46.76,29.61,138.06,19.58,3028.72,2
5855,105.86,217.25,53.22,38.25,124.65,15.29,2991.02,1
5856,89.63,214.3,43.81,25.54,104.98,18.25,2768.25,2
5857,109.05,181.78,54.59,32.4,130.13,22.83,2831.78,0
5858,113.0,182.51,46.48,30.29,132.86,19.81,3309.96,4
5859,94.81,196.16,56.74,28.57,134.26,21.41,2711.27,1
5860,98.93,183.25,48.34,28.88,58.36,20.03,3301.69,1
5861,96.32,204.77,42.07,26.72,96.43,23.1,3055.63,4
5862,99.05,210.69,54.19,30.83,142.94,18.61,3003.3,3
5863,106.33,215.03,38.62,25.97,77.63,16.86,3051.56,4
5864,95.27,202.23,53.07,28.17,133.85,21.4,3002.35,5
5865,86.01,208.04,57.99,33.59,142.26,20.19,2882.14,3
5866,98.84,190.78,50.81,32.87,56.59,17.95,3050.86,0
5867,89.99,208.06,47.42,29.84,124.98,21.13,2992.64,3
5868,108.49,217.48,44.56,30.71,107.24,20.48,2996.17,2
5869,97.92,181.38,57.32,30.72,79.26,20.94,2779.49,0
5870,89.83,187.03,57.93,28.6,115.35,17.73,3102.84,5
5871,105.34,204.31,44.29,33.6,140.44,21.47,3177.54,2
5872,81.68,201.31,50.78,28.27,73.28,22.05,3237.41,4
5873,89.36,188.41,50.83,37.75,58.7,18.2,3509.81,0
5874,93.58,212.47,43.61,25.47,107.36,20.61,3058.62,1
5875,92.64,185.04,48.18,28.75,142.79,22.12,2926.98,2
5876,106.85,195.32,45.7,30.56,100.52,19.27,2952.12,3
5877,94.34,195.23,52.17,31.73,81.34,18.7,3070.09,5
5878,98.29,196.93,42.99,28.87,143.78,21.78,3090.51,0
5879,104.05,183.93,50.57,32.71,57.64,20.43,2917.37,5
5880,103.39,214.09,49.92,29.82,61.78,20.02,3199.71,3
5881,81.11,185.07,56.4,33.42,90.97,22.18,3048.45,3
5882,98.8,183.58,52.1,30.44,50.79,22.03,3237.58,1
5883,110.92,214.24,50.1,29.62,86.86,20.88,2615.62,2
5884,109.44,185.26,50.87,29.07,98.93,19.73,2942.58,0
5885,96.96,196.88,53.81,29.29,97.92,18.76,3065.17,1
